k,mean,variance,std,μ
0.4,1.014080189195928,0.04550484304351816,0.21331864204405146,0.014080189195927757
0.8,0.9134519686565451,0.034185058568982525,0.184892018673015,-0.08654803134345473
1.2,1.1102734172529263,0.024993553811097573,0.15809349705505782,0.11027341725292619
1.6,1.2077437850201744,0.06576453699550819,0.25644597285882303,0.20774378502017393
2.0,1.2208074594424652,0.08034711004493608,0.283455657987164,0.22080745944246508
2.4,1.3076045532376643,0.06075013123210581,0.2464754170949018,0.3076045532376641
2.8,1.412406342718119,0.045650891916342,0.21366069342848723,0.41240634271811905
3.2,1.4614972919031899,0.043194878999485535,0.20783377733055217,0.4614972919031902
3.6,1.3951173827234906,0.09219111968490631,0.3036299057815391,0.39511738272349056
4.0,1.322429755793945,0.14413577642077816,0.3796521782115548,0.322429755793945
4.4,1.0878620764291862,0.16339253005512563,0.4042184187479903,0.08786207642918631
4.8,1.388576492183978,0.20346122211902526,0.45106676015754615,0.38857649218397816
5.2,1.5755157948666194,0.17791153062283704,0.4217956028965179,0.5755157948666196
5.6,1.4388538659189987,0.27317435442271454,0.5226608407205523,0.4388538659189985
6.0,1.536340423363704,0.18829579069491859,0.4339306288969685,0.5363404233637036
6.4,1.329412033358641,0.19923386311056857,0.44635620653304303,0.3294120333586409
6.8,1.4151781593518244,0.2018458382164543,0.4492725656174148,0.41517815935182456
7.2,1.483735797074759,0.26589551731938305,0.5156505767662662,0.48373579707475906
7.6,1.456038462327056,0.28491000927142035,0.5337696219076357,0.456038462327056
8.0,1.5952687395529608,0.19661014943823585,0.44340743051761755,0.5952687395529609
8.4,1.2885751467912243,0.19613416711738008,0.44287037281509367,0.2885751467912244
8.8,1.2399500572801552,0.2468439916020143,0.4968339678423913,0.23995005728015512
9.2,1.379190221387839,0.12366948145573149,0.35166671928934573,0.37919022138783937
9.6,1.3461961094386692,0.09270648790182023,0.3044774012990459,0.3461961094386691
10.0,1.4353558952712906,0.15684502322529192,0.3960366437910663,0.4353558952712907
10.4,1.4245333706497472,0.2624406330295778,0.5122895987911309,0.4245333706497473
10.8,1.3283191533869603,0.16756883607514855,0.40935172660579866,0.3283191533869604
11.2,1.259758240546827,0.2665118049870052,0.5162478135421061,0.25975824054682695
11.6,1.4160605975106413,0.19502807770962668,0.4416198339178469,0.41606059751064145
12.0,1.3130778724367675,0.3471966860652421,0.5892339824426643,0.3130778724367674
12.4,1.532179421694865,0.16561843159334264,0.4069624449422116,0.5321794216948651
12.8,1.5094335005097106,0.11794821986955022,0.343435903582532,0.5094335005097104
13.2,1.2446804702526781,0.15686840104670077,0.396066157411487,0.24468047025267797
13.6,1.419920613111688,0.16420260988961052,0.40521921214277407,0.41992061311168766
14.0,1.4671499436607134,0.2430390187785012,0.4929898769533723,0.46714994366071333
14.4,1.3218619223935968,0.2677213375353573,0.5174179524672075,0.3218619223935965
14.8,1.4000388218088209,0.177693750378491,0.4215373653408331,0.4000388218088207
15.2,1.1369754078350933,0.21556494805936569,0.46428972426639564,0.13697540783509327
15.6,1.48320324928203,0.23377888033124541,0.4835068565503962,0.4832032492820303
16.0,1.448895985141443,0.22180912945095158,0.4709661659301564,0.4488959851414429
16.4,1.344436016381812,0.20385730562474888,0.45150559866379164,0.34443601638181237
16.8,1.4203163850603313,0.16523173778867353,0.40648706964511616,0.4203163850603314
17.2,1.4963874065016398,0.37425888885954556,0.6117670217162294,0.4963874065016398
17.6,1.4362541129765194,0.3472747162150448,0.5893001919353538,0.4362541129765196
18.0,1.6211458739676707,0.1754421163866314,0.4188581100881674,0.621145873967671
18.4,1.5044463342277412,0.18341202209969767,0.4282662981133324,0.5044463342277413
18.8,1.4130576424867018,0.18435666174634918,0.4293677465138121,0.4130576424867017
19.2,1.3141787703456294,0.25354694901337,0.5035344566297028,0.31417877034562924
19.6,1.356073004755823,0.14512393904180979,0.380951360467199,0.35607300475582304
20.0,1.1699231719661745,0.24126750481277354,0.4911898867167091,0.16992317196617437
20.4,1.511085561658947,0.1960472947842314,0.44277228321591156,0.5110855616589467
20.8,1.4384793042138493,0.19851938555291218,0.44555514311127886,0.4384793042138491
21.2,1.3706221199853408,0.39336475869242954,0.627187977158706,0.3706221199853409
21.6,1.4146520011330967,0.15382408767292577,0.3922041403056905,0.4146520011330968
22.0,1.4081213218188557,0.14437915284470373,0.37997256854239325,0.40812132181885563
22.4,1.2930225242473221,0.2476682833272481,0.49766282092120173,0.2930225242473218
22.8,1.2926465135977474,0.15023002917921002,0.38759518724980324,0.2926465135977477
23.2,1.3788339538041066,0.32405258029227985,0.5692561640353838,0.37883395380410645
23.6,1.4091411199625719,0.20966626975363378,0.45789329516125676,0.40914111996257196
24.0,1.3870464817292114,0.16146861465805482,0.4018315749888936,0.3870464817292112
24.4,1.5632061449545982,0.09130616954649617,0.3021691075316869,0.563206144954598
24.8,1.4959637385697442,0.16622015911922547,0.4077010658794326,0.4959637385697443
25.2,1.320901486040181,0.16941479895479086,0.41160029027539674,0.3209014860401811
25.6,1.330270001283809,0.10990120458208404,0.331513505881863,0.3302700012838088
26.0,1.3899577162391177,0.11856039264134952,0.344325997626304,0.3899577162391178
26.4,1.554696198656886,0.05148880124127917,0.22691143920322565,0.5546961986568857
26.8,1.3544013447907712,0.1326230018459306,0.36417441130031447,0.3544013447907712
27.2,1.416823633205747,0.11281770100698035,0.3358834634318581,0.4168236332057475
27.6,1.3545908793195334,0.09384616368250724,0.30634321223507993,0.3545908793195334
28.0,1.3428035102730667,0.10266053939600801,0.32040683419054594,0.3428035102730666
28.4,1.1881611570091721,0.10720453089176808,0.32742103000840994,0.18816115700917224
28.8,1.399173397035403,0.10398945424926008,0.3224739590250042,0.39917339703540305
29.2,1.4265696413391984,0.14443058146590443,0.3800402366406805,0.4265696413391982
29.6,1.271264438517335,0.1655198819236288,0.4068413473623702,0.2712644385173353
30.0,1.3257434453616026,0.16512401386272288,0.4063545420722191,0.3257434453616028
30.4,1.4942173347250043,0.1503145365869234,0.38770418696078507,0.49421733472500395
30.8,1.4736687250900722,0.1477941908117264,0.3844401004210232,0.4736687250900721
31.2,1.3855903529737161,0.20251295430970184,0.45001439344725613,0.38559035297371613
31.6,1.3755978006915388,0.20687983108459962,0.4548404457439989,0.37559780069153903
