k,mean,variance,std,μ
0.4,0.8969749469050564,0.14648211471931302,0.3827298194801563,-0.10302505309494384
0.8,1.186155256378441,0.1416483137874641,0.3763619451903501,0.18615525637844116
1.2,1.3607192802308377,0.11168809162583511,0.3341976834537234,0.36071928023083755
1.6,1.1533394853118544,0.1682056427870461,0.4101288124321993,0.15333948531185468
2.0,1.3430659147156372,0.1464471938619547,0.382684195991884,0.3430659147156376
2.4,1.3174311449355485,0.07735813322445978,0.27813330117851726,0.3174311449355484
2.8,1.3944736189444373,0.19447891640115644,0.44099763763670713,0.39447361894443744
3.2,1.4191319226172445,0.16356158478939917,0.40442747778730265,0.4191319226172445
3.6,1.3056194107672796,0.19092899096258972,0.43695422067144485,0.3056194107672798
4.0,1.4431893724859686,0.3169879328856408,0.5630168140345728,0.4431893724859681
4.4,1.3939833372502501,0.21099581041796822,0.4593428027279498,0.39398333725025025
4.8,1.8146891611238387,0.3446803975285371,0.5870948794943941,0.8146891611238386
5.2,1.322299993226932,0.3515088572312957,0.592881824001458,0.32229999322693204
5.6,1.4423620883993222,0.3446089566968256,0.587034033678479,0.44236208839932195
6.0,1.11307976575253,0.2508932705076063,0.5008924739977696,0.11307976575252994
6.4,1.1778834177959698,0.17743150229941287,0.42122618899993963,0.17788341779596975
6.8,1.4344646666041658,0.30009530467187934,0.5478095514609793,0.43446466660416616
7.2,1.2865472791260628,0.22723747190342125,0.4766943170454429,0.28654727912606287
7.6,1.4569720015442458,0.29903404755052887,0.5468400566441058,0.4569720015442459
8.0,1.6369518356051234,0.6788937484822487,0.8239500885868323,0.6369518356051234
8.4,1.5587238207658856,0.2637317878817116,0.5135482332573169,0.5587238207658858
8.8,1.1548686541171718,0.3691900657744646,0.60761012645813,0.15486865411717204
9.2,1.1157420171693224,0.6102705091295054,0.7811981241205751,0.11574201716932239
9.6,1.7996278508977137,0.4001535530707804,0.6325769147469582,0.7996278508977136
10.0,1.3400521135850583,0.3345116668140668,0.5783698356709717,0.340052113585058
10.4,1.4589611489161909,0.39618017333357625,0.6294284497332292,0.4589611489161909
10.8,1.4278551607116932,0.15815286177192941,0.39768437456345884,0.4278551607116932
11.2,1.3755179021150454,0.3448031598416616,0.5871994208458159,0.3755179021150453
11.6,1.4112047940061587,0.2493441989225383,0.49934376828247123,0.4112047940061584
12.0,1.2860570665475552,0.385209432829113,0.6206524251375427,0.2860570665475552
12.4,1.459277132218527,0.31227229232086073,0.5588132893201992,0.45927713221852684
12.8,1.4391220845852966,0.35792207213571897,0.5982658874912717,0.43912208458529645
13.2,1.550831550768646,0.31478288650685327,0.5610551546032291,0.550831550768646
13.6,1.2578931013711894,0.34940287010815174,0.5911030960062311,0.25789310137118904
14.0,1.1850332342313572,0.2619185004663637,0.5117797382335136,0.18503323423135712
14.4,1.278083215258353,0.3695275734806093,0.6078877967854013,0.2780832152583528
14.8,1.511904168799261,0.2839660066175438,0.5328846091017677,0.5119041687992613
15.2,1.2759279016430942,0.42339734811872526,0.6506899016572527,0.2759279016430941
15.6,1.3559850843994936,0.321377039190808,0.5669012605302691,0.3559850843994934
16.0,1.3898857437330965,0.19259920760649707,0.4388612623671598,0.38988574373309653
16.4,1.5634713929654684,0.39755901206868655,0.6305228085237572,0.5634713929654683
16.8,1.3926125737860509,0.29392669135045546,0.5421500634976034,0.3926125737860509
17.2,1.5576955067893168,0.34160961687493235,0.5844737948573335,0.5576955067893168
17.6,1.2146691513202954,0.30597644806442864,0.5531513789772459,0.21466915132029546
18.0,1.3085264151402878,0.497546444539578,0.705369721876108,0.3085264151402879
18.4,1.350561281525952,0.2820210648611495,0.5310565552379045,0.35056128152595245
18.8,1.3861139881538715,0.6657167766354756,0.8159146871061187,0.38611398815387127
