k;mean;variance
1.0;1.0171195800267951;0.036005684970131915
2.0;1.1233567628296708;0.028955942917390603
3.0;1.3562094055140108;0.04988168387046704
4.0;1.4529568017962793;0.05506489099333496
5.0;1.4168998143951177;0.06910533742561292
6.0;1.3569621699315797;0.06074501894485757
7.0;1.4544132751962449;0.04940068223910576
8.0;1.381538590970048;0.05988690194536427
9.0;1.4064123805384887;0.04837025499586678
10.0;1.4131294605042728;0.04332686373078385
11.0;1.3684615160546263;0.05506871665953819
12.0;1.3178830245608344;0.0614755608204281
13.0;1.451764844725386;0.056260943233899414
14.0;1.4572444685956245;0.05671498394707347
15.0;1.386960463342517;0.05401673450658147
16.0;1.3287396346800529;0.0638815846886833
17.0;1.4522136413011515;0.06171092098422937
18.0;1.3745765172948217;0.057595222089607934
19.0;1.4135927016726297;0.06981822618341825
20.0;1.4187399239865937;0.048378885215893265
21.0;1.3890688430718472;0.04595202951393213
22.0;1.3732111933115052;0.08092590750033726
23.0;1.4196380603466716;0.052831974731212414
24.0;1.3818974705724025;0.06296443199439451
25.0;1.4109182536974232;0.0457050795569357
26.0;1.3702088716019092;0.07141875943429728
27.0;1.41007241419677;0.041595592058825966
28.0;1.3535265282508735;0.06253921352321427
29.0;1.446596040070927;0.03585192469968304
30.0;1.41001576997666;0.05394974411093145
31.0;1.332695236260471;0.062367723277262734
32.0;1.4103489019125592;0.04266205322351332
33.0;1.428087450213225;0.043595979512506815
34.0;1.4173384602061179;0.042595115698102544
35.0;1.3450191859005336;0.04437887778447764
36.0;1.3472092083762377;0.04893846907114736
37.0;1.4789502602738827;0.0630677869124291
38.0;1.4351120727405202;0.07117085334667346
39.0;1.346168586233577;0.06207028150544392
40.0;1.4366115939773547;0.07645240768779722
41.0;1.3820869077724154;0.06723084419127079
42.0;1.447157988026517;0.03450832185221053
43.0;1.324705238608306;0.04869689641499765
44.0;1.401601612828408;0.04541180690935954
45.0;1.3886609203094766;0.045596601060869504
46.0;1.3870369601459744;0.08104765529002803
47.0;1.4189703965224043;0.06197247605841637
48.0;1.421039355703789;0.041886352437313874
49.0;1.3389393458030492;0.06171163214468717
50.0;1.4435421576874063;0.06908365642024701
51.0;1.3899465418239836;0.05910938957982643
52.0;1.4066040646877687;0.04943853932007987
53.0;1.409260901749234;0.04708500056883866
54.0;1.3783169214155544;0.046583943861299076
55.0;1.383392675709001;0.049850438511856
56.0;1.3887554643838402;0.057988846107838186
57.0;1.4074475962884478;0.06219983741638968
58.0;1.4017151949245577;0.05775435405751476
59.0;1.3951949604154579;0.05893779016156391
60.0;1.4280581083189743;0.05839139057838166
61.0;1.4045873354460179;0.04109402082001381
62.0;1.3740447292300928;0.047676873790233824
63.0;1.3619771177788127;0.04933169911005324
64.0;1.4113860655308164;0.03790543103785363
65.0;1.3795347225661945;0.053702527920406085
66.0;1.4463121228623717;0.06191661731898031
67.0;1.378439735398929;0.05271468923717437
68.0;1.4098073024747717;0.04241370094398555
69.0;1.4112276586323325;0.05330958654859126
70.0;1.3921489054552438;0.05582701184078551
71.0;1.370018936319066;0.06746093205176314
72.0;1.3679138103200683;0.05809216628422606
73.0;1.3669286199736177;0.08721544230040555
74.0;1.4197624766182255;0.05873164017504034
75.0;1.4098799637406705;0.04395785659164871
76.0;1.4332978846011522;0.034594580030361026
77.0;1.4303592365469;0.04051275639944957
78.0;1.379938557816722;0.053869780180346626
79.0;1.39187042622605;0.05860750222382404
80.0;1.375803877536066;0.055634750809423726
81.0;1.3897220483436927;0.06415201938067108
82.0;1.4533793840888374;0.04186411588602599
83.0;1.3604497592152223;0.038048768473105385
84.0;1.3738594781019706;0.044794296139528386
85.0;1.3868301613579141;0.04613792114407057
86.0;1.3803102880962284;0.06499912524481091
87.0;1.398535448760162;0.05179269041255899
88.0;1.436811859446128;0.04796560564699831
89.0;1.3877853457996325;0.061572628124731806
90.0;1.428159136828817;0.060837586568251965
91.0;1.36292207324928;0.04282516682595817
92.0;1.4184565420025692;0.0379801053200924
93.0;1.3860152400762131;0.04696575921115032
94.0;1.4177113607884282;0.06134164196893882
95.0;1.4201365642585053;0.03577695289672025
96.0;1.3953730688028247;0.04141951130631141
97.0;1.4218879627096825;0.03851828399035752
98.0;1.406408465967405;0.03496518555323495
99.0;1.3754386662644844;0.03853306208432917
100.0;1.3627583974653321;0.04955230892977659
101.0;1.3651618958766891;0.030056055504788445
102.0;1.351451341178835;0.043691694203591626
103.0;1.3991889629156105;0.04920540702673794
104.0;1.448808207210635;0.041149693377744365
105.0;1.471443760053;0.03637290886819895
106.0;1.3938154286477007;0.04790507316448208
107.0;1.4010991814254006;0.040362725492683826
108.0;1.3450615883851362;0.03337002985180731
109.0;1.3749172960022846;0.028018677911205183
110.0;1.3788138532173326;0.05489688094044348
111.0;1.4330794459822416;0.0469007087461857
112.0;1.3946335641565568;0.0328218562039896
113.0;1.389273306427869;0.045531086767552686
114.0;1.4019123470821182;0.04410738052032711
115.0;1.4167685620405248;0.0455370340901316
116.0;1.409205957359859;0.052604135930679786
117.0;1.3988767604855874;0.037428681283618995
118.0;1.3874646498133694;0.048253143885496674
119.0;1.3975483372870108;0.04209006153944994
120.0;1.4080994616489628;0.036769319089372046
121.0;1.3534725904371003;0.044623486194123166
122.0;1.4075709191129393;0.03928943750850816
123.0;1.445842332760239;0.04144198165665956
124.0;1.385233866062523;0.036725497957695766
125.0;1.3515665662963032;0.03502370286612544
126.0;1.3729289195670455;0.04737839053568089
127.0;1.4002574367122549;0.04357211073578838
128.0;1.4006412732778188;0.04779324277661198
129.0;1.4925961967741097;0.04158877119657473
130.0;1.3805051626401805;0.04325352416170591
131.0;1.4024029482412856;0.0370152935129939
132.0;1.3654097705401471;0.036328012441822086
133.0;1.4538185834248794;0.032141494089796586
134.0;1.383027168766155;0.04273436447814623
135.0;1.3987176614744563;0.03029023120696617
136.0;1.378386013780327;0.026360833862781857
137.0;1.3659922744538995;0.035500271288734564
138.0;1.3831147734716203;0.03736337850157672
139.0;1.3840780499011067;0.04027912086898685
140.0;1.3704029957999129;0.04604098464531077
141.0;1.4023216575892437;0.05426842492073003
142.0;1.4074746259348427;0.045943185410900186
143.0;1.448289430961428;0.04255862297926198
144.0;1.4330778010904093;0.04581052189225945
145.0;1.416407131137625;0.03745676460705529
146.0;1.38137429692653;0.031676985640239935
147.0;1.3636823334808366;0.040774852422282334
148.0;1.3716335009577054;0.035580973637097175
149.0;1.439533910502131;0.0424489198734683
150.0;1.3428320039393906;0.042963823608301754
151.0;1.4034631585692197;0.04791579061461596
152.0;1.3832012449474496;0.05427072749228326
153.0;1.4056420844913036;0.03778562536837301
154.0;1.426850315939784;0.028271434238569343
155.0;1.404471025975311;0.02742164358997157
156.0;1.3870664707408706;0.04795281209264334
157.0;1.4084896101521738;0.03304199430719391
158.0;1.3918472782412252;0.05609729858803023
159.0;1.37381298383965;0.037137562167535235
160.0;1.421307028464222;0.027456051301431382
161.0;1.4418895203431854;0.03683308055070496
162.0;1.416499029784101;0.03216307579045745
163.0;1.3867067893797853;0.031283270544306574
164.0;1.361872518025045;0.04162237831176204
165.0;1.3376272146809827;0.02553722288032607
166.0;1.4724957592265269;0.02745797639822814
167.0;1.3799389461116365;0.034313112172530885
168.0;1.4071081855163183;0.027989286038516525
169.0;1.4097482724104649;0.03308920724453199
170.0;1.3877021124665956;0.04562821701007402
171.0;1.3197767687329145;0.046524418063008735
172.0;1.4113318486201145;0.03895237294246503
173.0;1.4186241413732186;0.046771371822340195
174.0;1.4171646157312037;0.03916354381394243
175.0;1.39096935997418;0.042624698046578015
176.0;1.4858328890003674;0.03627673125129632
177.0;1.381288176723072;0.03633478634113619
178.0;1.3824253760416574;0.026080981106405648
179.0;1.368255725332056;0.027337389693653517
180.0;1.3892647908772287;0.030063538381719303
181.0;1.3723690231076255;0.028112594894888245
182.0;1.4142817404120007;0.022568716758848847
183.0;1.3870694300366886;0.03698474617558006
184.0;1.3943343595113307;0.04743903939623623
185.0;1.3739082181474578;0.03781702501763325
186.0;1.4484731394932646;0.04248369311370108
187.0;1.4165105687121655;0.048492156652272904
188.0;1.386364915043709;0.03804099776490503
189.0;1.3947636798196164;0.026787397857930238
190.0;1.369297911216915;0.0344752710071914
191.0;1.3875631003676645;0.028770936274583686
192.0;1.4014485562465417;0.03409125347540365
193.0;1.4245228289858114;0.04629387896671671
194.0;1.4256429085827196;0.0310310041876482
195.0;1.3407361076934752;0.03490522427258932
196.0;1.4302297255119976;0.04984401430726618
197.0;1.4314585095379382;0.042239557894940064
198.0;1.3514797786390453;0.030526571427030885
199.0;1.418488714288885;0.030613565200163177
200.0;1.3802544614604142;0.03077634102714673
201.0;1.4294208193439766;0.02234325052598557
202.0;1.4019743695123983;0.04343791337747623
203.0;1.428294846039612;0.04363751469502618
204.0;1.361977739154495;0.04727914656062754
205.0;1.3150229277748497;0.0410106509340479
206.0;1.4396388676288883;0.044941157392172325
207.0;1.41561260800004;0.02425953964676991
208.0;1.383793881775826;0.031699221751852684
209.0;1.3439103879639738;0.03904004860265149
210.0;1.501610424597654;0.03699307504960855
211.0;1.400158738318301;0.04368913566192886
212.0;1.3845983183627286;0.034139074875860466
213.0;1.408797268023926;0.027799355188652352
214.0;1.365109058254092;0.02832160720979009
215.0;1.3670130829063905;0.03709557614477539
216.0;1.374749586742719;0.03613127919479094
217.0;1.4172142063469035;0.031592645897364616
218.0;1.4310278295368288;0.030823315407034087
219.0;1.4224811820139258;0.03710615773994045
220.0;1.394675599983995;0.038330728683488226
221.0;1.4221974940986886;0.023296849433300782
222.0;1.3828965160318054;0.03363637644103322
223.0;1.371595990007784;0.041607793704458176
224.0;1.3848290622932973;0.0225810056172708
225.0;1.3539887271449427;0.041122318105222745
226.0;1.4561740851836769;0.03666946513665339
227.0;1.4424059854758446;0.030373492139587004
228.0;1.338872225065199;0.0331751946750485
229.0;1.3866564201741876;0.029643736793486083
230.0;1.4258258032805444;0.03739680716523328
231.0;1.4054368406504871;0.03556365909672143
232.0;1.365306731178515;0.03216656510490549
233.0;1.4043066484287012;0.04346886332090541
234.0;1.4283784032661055;0.031239021312627395
235.0;1.3731033088942532;0.037267283432586215
236.0;1.4172489061981435;0.03005363758587027
237.0;1.415287144001483;0.03809852158861826
238.0;1.404903113871146;0.027074623148626138
239.0;1.4114351713879916;0.029943016798323036
240.0;1.3582753704950046;0.02555883760593585
241.0;1.3802694236844117;0.03226999984260304
242.0;1.4190121042208625;0.030771889670476598
243.0;1.384122690842389;0.03582256842262115
244.0;1.372622018510159;0.03554183470838961
245.0;1.3883556569773725;0.04634030943486321
246.0;1.4201479199132812;0.04994561738933235
247.0;1.4523741395636882;0.019997235934813666
248.0;1.4394885301688498;0.02720090268698436
249.0;1.3717595098012851;0.03341603457766237
250.0;1.3902787978843194;0.02304247582073528
251.0;1.3664687746461504;0.03726784820403074
252.0;1.3970686416713665;0.026515105431896436
253.0;1.3769396037339525;0.030531552439950004
254.0;1.3496903359038692;0.031246189689341987
255.0;1.3731342938538358;0.028517618694671187
256.0;1.4288355464065292;0.0388841077095957
257.0;1.417560174390282;0.04734233650207456
258.0;1.4279344705742054;0.03205839123567936
259.0;1.4394979857535204;0.03473235970196178
260.0;1.4019801239509944;0.027966763489217856
261.0;1.380193609756104;0.03152165687350345
262.0;1.3943623904754352;0.03926347994341931
263.0;1.3941178310485158;0.03459344631013875
264.0;1.4269044684283452;0.017874433799404607
265.0;1.3848924457261136;0.03290590901075276
266.0;1.3241891025764965;0.03268029129100287
267.0;1.3790684361627392;0.03475781788982205
268.0;1.4183833095558336;0.04266238895064948
269.0;1.4186618592553637;0.04158631193359277
270.0;1.4064146355667546;0.04079598689232395
271.0;1.4590147947101897;0.037102385936293905
272.0;1.3987600087931296;0.03439153330742733
273.0;1.388413943831195;0.035626060668246695
274.0;1.384195418509979;0.03301076494464982
275.0;1.4129706971017932;0.02964286649804488
276.0;1.354600581297565;0.03287517404870549
277.0;1.373330025844143;0.034679783903746986
278.0;1.3655432925878517;0.035345026282526684
279.0;1.426221967703779;0.03055193970862778
280.0;1.450370420262406;0.033040033560136156
281.0;1.360670770721747;0.034449605224782846
282.0;1.4347574519759734;0.03368551184038022
283.0;1.3863223190192346;0.03526204121429171
284.0;1.4018763729266777;0.03762818642685242
285.0;1.4644650135272845;0.027111831145291615
286.0;1.345518870121477;0.025566561513315295
287.0;1.373695817941729;0.024555985821220882
288.0;1.4157741321301578;0.024127379705460344
289.0;1.3777669095346912;0.02127860174222861
290.0;1.383480606328022;0.03846960596888175
291.0;1.3973259839557084;0.027402215605974087
292.0;1.4293632243553853;0.022091516183451308
293.0;1.4154031247491312;0.029023278164963237
294.0;1.3699956134393605;0.03174303030075175
295.0;1.395323920987912;0.02535485875693664
296.0;1.379383407163446;0.03897300638211685
297.0;1.4023320525515777;0.0379343572857109
298.0;1.4166650786559132;0.029147803624776897
299.0;1.3883809287578277;0.028314370105128314
300.0;1.4016425289892371;0.02742765606025336
301.0;1.3823825318552514;0.039914448922900254
302.0;1.3920848932400158;0.03799109283175091
303.0;1.4221214954210384;0.041898919123564055
304.0;1.4672464994644883;0.031203107258426628
305.0;1.3583513068889541;0.022999218559888103
306.0;1.3853224883519912;0.03363992939564255
307.0;1.414678801188384;0.029618224962259333
308.0;1.406658516668875;0.03421396757617094
309.0;1.3912593010198702;0.03214093407022242
310.0;1.3562510698956636;0.029345513699186872
311.0;1.4150211197380103;0.022756073289820107
312.0;1.375492111546142;0.0432493116871188
313.0;1.4119591855310163;0.025680904492763244
314.0;1.36974911009572;0.03439475409488335
315.0;1.3843371797969457;0.04152648338763959
316.0;1.4477454987679328;0.03041363882505815
317.0;1.4015440516994395;0.040948577327733215
318.0;1.388613980191134;0.040965195645470825
319.0;1.3838236873783538;0.042739138330954544
320.0;1.4298915918733472;0.03418403876383086
321.0;1.4285814036181645;0.03286292021409761
322.0;1.405685369333096;0.03503271280812086
323.0;1.3627547646360796;0.029686276908360065
324.0;1.4328952840077167;0.02604675361487982
325.0;1.3683011621030408;0.021574301539151557
326.0;1.3981612141357738;0.037692852679970995
327.0;1.4089771051369606;0.0378985019909087
328.0;1.3697905806578998;0.03292842564285088
329.0;1.3728982130176852;0.027731732036170485
330.0;1.3537004487977184;0.027851889534524617
331.0;1.4202045665536807;0.031019911366651148
332.0;1.4240259191825242;0.03831231263543348
333.0;1.4482203566935845;0.04375551008552462
334.0;1.387046291267351;0.03089073135493743
335.0;1.4183590016793282;0.038908686197978125
336.0;1.388592137650811;0.03151235618950221
337.0;1.3822138668536257;0.026408536853218242
338.0;1.4144595538704818;0.03327223434851312
