k;mean;variance
339.0;1.3976602076617948;0.027502498905295335
340.0;1.390997767353168;0.037756226479179436
341.0;1.3599390975115144;0.030353312566619356
342.0;1.4118435610292728;0.02184231487293464
343.0;1.413857676749592;0.02762909469357076
344.0;1.3981197843342517;0.027451685135230972
345.0;1.3885646901398716;0.02567342205158269
346.0;1.4018175536937576;0.03457571066881959
347.0;1.427600803619035;0.025098161390245986
348.0;1.3923080751320698;0.029171295402939276
349.0;1.3412947061513036;0.03181252382832028
350.0;1.3700223873070256;0.0349106587179998
351.0;1.4301000977377165;0.025615326491064155
352.0;1.4131147721044834;0.03239958862013178
353.0;1.4248626891784926;0.0341027760121449
354.0;1.391630933588897;0.030694300889285188
355.0;1.4209048831565487;0.031685313101259945
356.0;1.387930902917616;0.038113887210538516
357.0;1.4604042402531412;0.0253315646271528
358.0;1.3424851400909619;0.02270523811172522
359.0;1.380516100673301;0.03327372145458126
360.0;1.3944701374405029;0.0214981808567172
361.0;1.390450381089111;0.024054219190031565
362.0;1.3640679232262831;0.029404366768653437
363.0;1.432163872351368;0.021575398045578134
364.0;1.3925628664123084;0.045665736368820556
365.0;1.4006191262965044;0.04859420781838223
366.0;1.437471057031734;0.03596487600627963
367.0;1.4088549291700636;0.04217991527166387
368.0;1.3717268933820812;0.030436775798409033
369.0;1.3706966814670347;0.03896841511523479
370.0;1.423718605672135;0.032724276611729594
371.0;1.3756972603682749;0.025231193144748504
372.0;1.4073029269550112;0.03120951558025188
373.0;1.455855343207594;0.03032362159225971
374.0;1.3960063081022571;0.02251718402196884
375.0;1.391916695268895;0.020443266431396958
376.0;1.3716757324180862;0.021561455687013713
377.0;1.3749948351033512;0.029385570589151526
378.0;1.3978877731160944;0.027383851651347792
379.0;1.3442893738046466;0.031051971830085515
380.0;1.4152314569348;0.01700233465787769
381.0;1.4600884376927428;0.024419657261451896
382.0;1.4355225408479686;0.027996561381221394
383.0;1.3493941572024684;0.027231168257402433
384.0;1.416007656158106;0.023610149334379632
385.0;1.3898564909041733;0.029036034559087563
386.0;1.3855458401697862;0.03555307079753768
387.0;1.3575390963497724;0.028780621663221234
388.0;1.402802957820129;0.030439637339354952
389.0;1.4100853990612578;0.026234409012508245
390.0;1.4383078634878377;0.028698649396338104
391.0;1.4353215312414118;0.043662834763901474
392.0;1.3434824111703991;0.03162930344265282
393.0;1.4098912221092317;0.027130763931451564
394.0;1.3771138305371196;0.02297998842625499
395.0;1.4268756922407229;0.028597103350432848
396.0;1.4435543810877507;0.03693540806783533
397.0;1.356213154084935;0.019450574038639742
398.0;1.367837378887463;0.026950717687357944
399.0;1.370913232191507;0.023049107745848858
