k,mean,variance,std,μ
0.4,0.7090163994317671,0.24176657181900502,0.49169764268196875,-0.2909836005682331
0.8,0.7029989015315576,0.8042358147294472,0.8967919573287035,-0.2970010984684423
1.2,0.9670502759255791,1.11918217758956,1.0579140690951983,-0.032949724074420844
1.6,1.1246889064154286,1.2107352281579464,1.1003341438662833,0.12468890641542867
2.0,1.787824483627002,1.3245435247103086,1.150888146046482,0.7878244836270019
2.4,0.6662843440468491,1.313054124588569,1.1458857380160419,-0.333715655953151
2.8,1.2418550032690807,1.5329802744490573,1.2381358061412557,0.24185500326908066
3.2,1.4609080000933028,2.2554131615107407,1.5018033032027664,0.46090800009330274
3.6,1.7298919063173757,2.613057724616817,1.6164955071440246,0.7298919063173758
4.0,1.6720460674806532,3.9126771472667214,1.978048823276797,0.6720460674806534
4.4,1.2520853482213004,2.2752181978746817,1.5083826430566887,0.25208534822130035
4.8,1.6667139515365754,2.402475216262309,1.5499920052252878,0.6667139515365753
5.2,0.9998082196892005,2.2968647896903263,1.5155410880904305,-0.0001917803107993221
5.6,1.1026510192399932,1.2819464888590237,1.1322307577782118,0.1026510192399932
6.0,1.565417232903021,3.4586385068629406,1.859741516142214,0.5654172329030213
6.4,1.3088385182871662,5.091668011117499,2.2564724707200616,0.3088385182871663
6.8,1.0145322418393576,1.102297751514076,1.0499036867799236,0.014532241839357552
7.2,1.8902844592718815,2.7201399394102377,1.6492846750668113,0.8902844592718815
7.6,1.9087069713800588,2.307674170782258,1.5191030810258592,0.9087069713800588
8.0,1.3943212574336492,1.358871027847485,1.1657062356560872,0.394321257433649
8.4,1.0261436687771024,2.6687800942983655,1.6336401361065924,0.02614366877710239
8.8,1.1634694847976774,1.5358450553896752,1.239292159012424,0.1634694847976776
9.2,1.8373171405801905,2.9121749731863655,1.7065095877803809,0.8373171405801905
9.6,1.2298808795894753,2.1540983406022223,1.4676846870503972,0.22988087958947506
10.0,1.193041690911393,1.9445990708579861,1.3944888206285435,0.19304169091139306
10.4,2.0243225647754706,1.5388734314160886,1.2405133741383398,1.0243225647754701
10.8,1.2400612673857003,1.4820036739361406,1.2173757324409504,0.2400612673857004
11.2,0.9558001653935368,1.0906201479804123,1.0443276056776496,-0.04419983460646308
11.6,1.3023481391637748,1.8886592544740566,1.3742849975438343,0.30234813916377484
12.0,1.66869174347003,1.390829593691376,1.1793343858683065,0.6686917434700295
12.4,1.448194608926474,1.4485829013887406,1.2035708958714233,0.44819460892647395
12.8,1.4196147997622062,1.590335598100587,1.2610850875736288,0.4196147997622062
13.2,1.269378564255016,1.2949994047020608,1.137980406115176,0.2693785642550161
13.6,1.0880453956991443,1.9421921036821908,1.3936255249105445,0.08804539569914456
14.0,1.2103494389686067,1.6755389774400868,1.2944261189577746,0.21034943896860678
14.4,1.548767013401882,1.8934568834976488,1.3760293904919505,0.5487670134018818
14.8,1.2994292037225597,1.5958979057935794,1.2632885283234307,0.2994292037225597
15.2,1.4062208669375047,1.7126191129911355,1.3086707427734203,0.4062208669375047
15.6,2.2065809942815937,1.2255722048607414,1.107055646686625,1.2065809942815946
16.0,1.273185875080248,1.6635799053187534,1.2897983971608715,0.2731858750802478
16.4,0.6275066827398019,1.0274314180025552,1.0136229170665763,-0.37249331726019785
16.8,1.7391878968703054,1.33086572663411,1.153631538505302,0.7391878968703054
17.2,1.9049784241091374,1.33653599241022,1.1560864986713668,0.9049784241091368
17.6,1.231882841616896,2.4289397896491,1.5585056270829118,0.23188284161689637
18.0,1.3362758479672165,0.6310035246047923,0.7943573028586017,0.3362758479672164
18.4,1.1433851769481205,1.1864457549734062,1.0892409076845242,0.1433851769481207
18.8,1.0133142199262304,1.2645056550140454,1.1245024032940283,0.013314219926230091
19.2,1.3971209330860073,0.9590411892866699,0.9793064838377564,0.39712093308600716
19.6,1.9094389348177756,0.9141285271915045,0.9561006888353886,0.9094389348177758
20.0,0.7422758431173422,1.4228955342297815,1.192851849237692,-0.2577241568826579
20.4,1.8863031157325003,0.6353758021238988,0.7971046368726623,0.8863031157325001
20.8,1.6948851599751986,0.6282836176199057,0.7926434366219818,0.6948851599751986
21.2,1.2893049311832678,1.1030340590422727,1.0502542830392423,0.2893049311832677
21.6,0.8699857059242332,2.5933821321161314,1.6103981284502698,-0.1300142940757671
22.0,1.7823920591749989,2.2917309446153293,1.5138464072075903,0.7823920591749992
22.4,1.4691772246686394,1.1224851932691016,1.0594740172694663,0.4691772246686394
22.8,1.4878029449675918,1.13765525773432,1.0666092338501105,0.48780294496759147
23.2,1.8255987322909946,1.2261677586416986,1.1073245949773258,0.8255987322909946
23.6,1.3484293436698815,0.5753307051423945,0.7585055735737177,0.34842934366988115
24.0,0.9159169215641635,1.2275027981766935,1.1079272531067612,-0.08408307843583648
24.4,1.361558433750146,1.526942461875499,1.235695133062965,0.36155843375014624
24.8,1.6653442477016107,1.2531523112997558,1.1194428575410875,0.665344247701611
25.2,1.3956314840412332,0.7656318612432774,0.8750039207016603,0.3956314840412332
25.6,1.6099542576000545,1.508710183058996,1.2282956415533663,0.6099542576000545
26.0,1.2134848224601775,1.0021706645485489,1.0010847439395671,0.21348482246017744
26.4,1.2723977819016903,1.1380327339939769,1.066786170698691,0.27239778190169006
26.8,1.7965622133264993,1.6069041868931644,1.2676372457817593,0.7965622133264989
27.2,1.4062702440880812,2.0997561388277246,1.4490535320779991,0.40627024408808143
27.6,1.3591573899162654,1.4208915847672254,1.1920115707354628,0.35915738991626506
28.0,1.1075612857572332,1.3446354529659976,1.1595841724368257,0.10756128575723345
28.4,1.3661680968476824,0.7112614877447063,0.843363200373781,0.3661680968476824
28.8,1.6638857122450879,0.6628981497251332,0.8141855745007603,0.6638857122450883
29.2,0.9469870097200316,1.139561356103909,1.067502391615077,-0.05301299027996851
29.6,0.7049884591926994,1.6989627496068542,1.3034426529797367,-0.2950115408073005
30.0,1.8546322124691095,1.2750298454583902,1.129172194777391,0.8546322124691095
30.4,1.379861449758689,1.3709868293838663,1.1708914678072713,0.3798614497586893
30.8,1.907295746041168,0.8581071570058582,0.9263407348302557,0.9072957460411673
31.2,1.4429852098553462,1.5583116211042565,1.2483235242132773,0.44298520985534645
31.6,1.0976307610390017,1.6650228368623137,1.2903576391304519,0.09763076103900142
32.0,1.121417593769816,2.396989507713564,1.5482214013872706,0.12141759376981556
32.4,1.767768469450998,1.2369686236668564,1.112190911519626,0.7677684694509981
32.8,1.6300954461670039,1.2784439153823801,1.1306829420232625,0.6300954461670039
33.2,1.0025825460649975,1.7276682137857489,1.3144079327916995,0.0025825460649975484
33.6,1.0959238860254712,1.8520836200403674,1.3609127892853266,0.09592388602547124
34.0,1.221541763527287,1.9962796703200885,1.4128976149459975,0.22154176352728666
34.4,1.285602803684521,1.5782087038210224,1.2562677675643128,0.28560280368452085
34.8,1.7001226085083825,1.2862644169130235,1.1341359781406388,0.7001226085083827
35.2,1.5876169929534394,1.3330318895043687,1.1545700019939755,0.5876169929534395
35.6,1.355922584137065,1.8133233778099789,1.3465969619043328,0.355922584137065
36.0,1.5058083329379748,1.1272638552230974,1.0617268270243045,0.5058083329379746
36.4,1.4639769193883276,1.9523483347706856,1.397264590108361,0.4639769193883277
36.8,1.5537227256339667,2.0452329933925686,1.4301164265165855,0.5537227256339664
37.2,1.3209321125444953,1.2567017489965364,1.1210270955675141,0.3209321125444953
37.6,1.665860593848468,1.378962256766372,1.174292236526484,0.6658605938484677
38.0,1.401974704530254,1.3261729588450744,1.1515958313770827,0.40197470453025363
38.4,0.7861295425545165,1.7067355851403105,1.306420906576556,-0.21387045744548355
38.8,1.1452845183414506,3.932871266695733,1.983146809163591,0.14528451834145065
39.2,1.2987047375465255,1.1333144946869966,1.0645724468945252,0.2987047375465254
39.6,1.4455369542008907,1.5104550917709467,1.2290057330097963,0.44553695420089046
40.0,1.0210786500519835,1.3705709503875974,1.1707138635839234,0.021078650051983828
40.4,2.0541472533534355,1.4450522361877967,1.2021032552105484,1.0541472533534357
40.8,1.396140751175047,0.973476891840216,0.9866493256675424,0.3961407511750469
41.2,1.5584039480968845,1.8680033432529688,1.3667491881296177,0.5584039480968845
41.6,0.7812561685890944,2.6107769841571544,1.6157898948059908,-0.21874383141090564
42.0,2.050228830303024,1.303794540784105,1.141838228815319,1.050228830303024
42.4,1.9052160860931697,2.471924536024112,1.5722355218045776,0.905216086093169
42.8,1.4187788352633743,2.0599127020377437,1.4352395974323393,0.4187788352633743
43.2,1.5038192588539727,1.4648354525182323,1.2103038678440354,0.5038192588539726
43.6,1.2913873773056228,2.117860341188516,1.4552870305161507,0.2913873773056226
44.0,1.1836201688952448,1.1890506760466715,1.0904360027285744,0.1836201688952447
44.4,1.6269363626668512,0.8916766998042034,0.9442863441796685,0.6269363626668512
44.8,1.276166274937921,2.0874820695430825,1.4448121225761785,0.27616627493792084
45.2,1.0368451669454473,1.852449296441466,1.3610471323365205,0.03684516694544736
45.6,1.7026532800000485,1.5789963030311085,1.2565811963542621,0.7026532800000487
46.0,1.2369874394898048,1.1991786761349053,1.0950701695028064,0.2369874394898047
46.4,1.1374493038588356,0.9223126337784668,0.9603710917028203,0.13744930385883566
46.8,1.6759262748841894,2.2586913801942736,1.5028943343409986,0.6759262748841892
47.2,1.6491814707036638,1.3885007807109249,1.1783466301182028,0.6491814707036638
47.6,1.212694356698452,1.8070157815750911,1.3442528711425878,0.21269435669845188
48.0,1.1736501809492972,1.8019340267535928,1.3423613622097414,0.17365018094929702
48.4,1.54512748015824,1.8924989271163475,1.375681259273509,0.5451274801582404
48.8,1.5754646017369247,1.7268851745266596,1.314110031362161,0.5754646017369247
49.2,1.127609516997221,1.439736567211885,1.1998902313178006,0.12760951699722084
49.6,1.359665141750934,1.0212779759265742,1.0105829881442563,0.3596651417509342
50.0,1.3204673821440678,0.9960131443785402,0.9980045813414586,0.3204673821440677
50.4,1.2657392376968077,1.3061542762484843,1.1428710672024576,0.2657392376968079
50.8,1.641761964914099,1.7232446153594747,1.3127241200494013,0.641761964914099
51.2,1.5908601192077994,1.0376283084227638,1.0186404215535352,0.5908601192077994
51.6,1.4345221848405394,2.102550034801703,1.4500172532772508,0.43452218484053934
52.0,1.0614764038163778,1.6588081216529813,1.2879472511143386,0.061476403816377735
52.4,1.2138631953765118,1.7108020450923445,1.3079763167169138,0.21386319537651213
