k,ρ^2,θ3,Error
870,23.04,0.930444,0.959616
871,23.04,0.931258,0.959581
872,23.04,0.932362,0.959533
873,23.04,0.933489,0.959484
874,23.04,0.934313,0.959448
875,23.04,0.93556,0.959394
876,23.04,0.936287,0.959363
877,23.04,0.937281,0.959319
878,23.04,0.938445,0.959269
879,23.04,0.939938,0.959204
880,23.04,0.942429,0.959096
881,23.04,0.943522,0.959049
882,23.04,0.944852,0.958991
883,23.04,0.945914,0.958945
884,23.04,0.946419,0.958923
885,23.04,0.946982,0.958898
886,23.04,0.948369,0.958838
887,23.04,0.949616,0.958784
888,23.04,0.950091,0.958763
889,23.04,0.951289,0.958711
890,23.04,0.952074,0.958677
891,23.04,0.953295,0.958624
892,23.04,0.954264,0.958582
893,23.04,0.955737,0.958518
894,23.04,0.95724,0.958453
895,23.04,0.958277,0.958408
896,23.04,0.959743,0.958344
897,23.04,0.960805,0.958298
898,23.04,0.962427,0.958228
899,23.04,0.964163,0.958153
900,23.04,0.965165,0.958109
901,23.04,0.96661,0.958046
902,23.04,0.967381,0.958013
903,23.04,0.968622,0.957959
904,23.04,0.970145,0.957893
905,23.04,0.970877,0.957861
906,23.04,0.973469,0.957749
907,23.04,0.974953,0.957684
908,23.04,0.9772,0.957587
909,23.04,0.978555,0.957528
910,23.04,0.979644,0.957481
911,23.04,0.981353,0.957407
912,23.04,0.982467,0.957358
913,23.04,0.983315,0.957321
914,23.04,0.984581,0.957266
915,23.04,0.985637,0.957221
916,23.04,0.986839,0.957168
917,23.04,0.988278,0.957106
918,23.04,0.989808,0.95704
919,23.04,0.991391,0.956971
920,23.04,0.992878,0.956906
921,23.04,0.994937,0.956817
922,23.04,0.995885,0.956776
923,23.04,0.996733,0.956739
924,23.04,0.997974,0.956685
925,23.04,0.99921,0.956631
926,23.04,1.00154,0.95653
927,23.04,1.00256,0.956486
928,23.04,1.00348,0.956446
929,23.04,1.00431,0.95641
930,23.04,1.00608,0.956333
931,23.04,1.00705,0.956291
932,23.04,1.00828,0.956238
933,23.04,1.0091,0.956202
934,23.04,1.01045,0.956143
935,23.04,1.01122,0.95611
936,23.04,1.01311,0.956028
937,23.04,1.0147,0.955959
938,23.04,1.01683,0.955867
939,23.04,1.01774,0.955827
940,23.04,1.01919,0.955764
941,23.04,1.02026,0.955718
942,23.04,1.02203,0.955641
943,23.04,1.02307,0.955596
944,23.04,1.02464,0.955528
945,23.04,1.02642,0.955451
946,23.04,1.02781,0.95539
947,23.04,1.02871,0.955351
948,23.04,1.03071,0.955264
949,23.04,1.03168,0.955222
950,23.04,1.03314,0.955159
951,23.04,1.03478,0.955088
952,23.04,1.03631,0.955021
953,23.04,1.03836,0.954932
954,23.04,1.03994,0.954864
955,23.04,1.04222,0.954765
956,23.04,1.04351,0.954709
957,23.04,1.04451,0.954665
958,23.04,1.04631,0.954587
959,23.04,1.04724,0.954547
960,23.04,1.04873,0.954482
961,23.04,1.05032,0.954413
962,23.04,1.05166,0.954355
963,23.04,1.05313,0.954291
964,23.04,1.05482,0.954218
965,23.04,1.05625,0.954156
966,23.04,1.05779,0.954089
967,23.04,1.05983,0.954
968,23.04,1.06152,0.953927
969,23.04,1.06273,0.953875
970,23.04,1.06484,0.953783
971,23.04,1.06629,0.95372
972,23.04,1.0676,0.953663
973,23.04,1.06865,0.953618
974,23.04,1.07074,0.953527
975,23.04,1.07197,0.953474
976,23.04,1.0739,0.95339
977,23.04,1.07561,0.953316
978,23.04,1.07641,0.953281
979,23.04,1.07846,0.953192
980,23.04,1.08062,0.953098
981,23.04,1.08293,0.952998
982,23.04,1.08373,0.952963
983,23.04,1.08606,0.952862
984,23.04,1.08903,0.952733
985,23.04,1.091,0.952648
986,23.04,1.09267,0.952575
987,23.04,1.09455,0.952493
988,23.04,1.09604,0.952429
989,23.04,1.09851,0.952322
990,23.04,1.0995,0.952279
991,23.04,1.10109,0.95221
992,23.04,1.10201,0.95217
993,23.04,1.10512,0.952035
994,23.04,1.10689,0.951958
995,23.04,1.10869,0.95188
996,23.04,1.11063,0.951796
997,23.04,1.11265,0.951708
998,23.04,1.1143,0.951636
999,23.04,1.11676,0.95153
1000,23.04,1.11845,0.951456
1001,23.04,1.12019,0.95138
1002,23.04,1.12172,0.951314
1003,23.04,1.12325,0.951248
1004,23.04,1.12527,0.95116
1005,23.04,1.12663,0.951101
1006,23.04,1.12887,0.951004
1007,23.04,1.13014,0.950949
1008,23.04,1.13263,0.950841
1009,23.04,1.13402,0.95078
1010,23.04,1.1361,0.95069
1011,23.04,1.13779,0.950617
1012,23.04,1.13904,0.950563
1013,23.04,1.1412,0.950469
1014,23.04,1.14252,0.950411
1015,23.04,1.14418,0.950339
1016,23.04,1.14528,0.950292
1017,23.04,1.14729,0.950205
1018,23.04,1.14977,0.950097
1019,23.04,1.15133,0.950029
1020,23.04,1.15314,0.949951
1021,23.04,1.15437,0.949897
1022,23.04,1.15663,0.949799
1023,23.04,1.15806,0.949737
1024,23.04,1.1597,0.949666
1025,23.04,1.16183,0.949573
1026,23.04,1.16292,0.949526
1027,23.04,1.16505,0.949434
1028,23.04,1.16651,0.94937
1029,23.04,1.16813,0.9493
1030,23.04,1.16869,0.949276
1031,23.04,1.1714,0.949158
1032,23.04,1.17335,0.949073
1033,23.04,1.17425,0.949034
1034,23.04,1.17715,0.948908
1035,23.04,1.17851,0.94885
1036,23.04,1.18056,0.94876
1037,23.04,1.18332,0.948641
1038,23.04,1.18549,0.948546
1039,23.04,1.18758,0.948456
1040,23.04,1.18903,0.948393
1041,23.04,1.1909,0.948312
1042,23.04,1.1932,0.948212
1043,23.04,1.19513,0.948128
1044,23.04,1.19668,0.948061
1045,23.04,1.19976,0.947927
1046,23.04,1.20246,0.94781
1047,23.04,1.20486,0.947706
1048,23.04,1.20653,0.947633
1049,23.04,1.20863,0.947542
1050,23.04,1.21021,0.947473
1051,23.04,1.21311,0.947347
1052,23.04,1.21546,0.947246
1053,23.04,1.21674,0.94719
1054,23.04,1.21954,0.947068
1055,23.04,1.22221,0.946953
1056,23.04,1.22452,0.946852
1057,23.04,1.22717,0.946737
1058,23.04,1.22932,0.946644
1059,23.04,1.23134,0.946556
1060,23.04,1.23318,0.946477
1061,23.04,1.23486,0.946404
1062,23.04,1.23743,0.946292
1063,23.04,1.23945,0.946204
1064,23.04,1.24042,0.946162
1065,23.04,1.24397,0.946008
1066,23.04,1.24593,0.945923
1067,23.04,1.24774,0.945845
1068,23.04,1.25008,0.945743
1069,23.04,1.25198,0.945661
1070,23.04,1.25395,0.945575
1071,23.04,1.25697,0.945444
1072,23.04,1.25906,0.945353
1073,23.04,1.2602,0.945304
1074,23.04,1.26242,0.945207
1075,23.04,1.26528,0.945083
1076,23.04,1.26735,0.944993
1077,23.04,1.27013,0.944873
1078,23.04,1.27247,0.944771
1079,23.04,1.27535,0.944646
1080,23.04,1.27719,0.944566
1081,23.04,1.27858,0.944506
1082,23.04,1.28063,0.944417
1083,23.04,1.28346,0.944294
1084,23.04,1.28532,0.944213
1085,23.04,1.28884,0.944061
1086,23.04,1.29215,0.943917
1087,23.04,1.29426,0.943826
1088,23.04,1.29734,0.943692
1089,23.04,1.29914,0.943614
1090,23.04,1.30216,0.943483
1091,23.04,1.30407,0.9434
1092,23.04,1.30543,0.943341
1093,23.04,1.30702,0.943272
1094,23.04,1.30951,0.943163
1095,23.04,1.31144,0.94308
1096,23.04,1.31392,0.942972
1097,23.04,1.31666,0.942853
1098,23.04,1.31964,0.942724
1099,23.04,1.32202,0.942621
1100,23.04,1.32317,0.942571
1101,23.04,1.32398,0.942536
1102,23.04,1.32648,0.942427
1103,23.04,1.32874,0.942329
1104,23.04,1.33129,0.942218
1105,23.04,1.33346,0.942124
1106,23.04,1.33561,0.942031
1107,23.04,1.33886,0.94189
1108,23.04,1.34137,0.941781
1109,23.04,1.34359,0.941685
1110,23.04,1.34509,0.94162
1111,23.04,1.34704,0.941535
1112,23.04,1.34945,0.94143
1113,23.04,1.35268,0.94129
1114,23.04,1.35513,0.941183
1115,23.04,1.35835,0.941044
1116,23.04,1.36002,0.940971
1117,23.04,1.36317,0.940835
1118,23.04,1.36511,0.94075
1119,23.04,1.36711,0.940664
1120,23.04,1.37,0.940538
1121,23.04,1.37296,0.94041
1122,23.04,1.37487,0.940327
1123,23.04,1.37764,0.940207
1124,23.04,1.38036,0.940089
1125,23.04,1.38285,0.939981
1126,23.04,1.38436,0.939915
1127,23.04,1.38703,0.939799
1128,23.04,1.39016,0.939663
1129,23.04,1.393,0.93954
1130,23.04,1.39613,0.939404
1131,23.04,1.39954,0.939256
1132,23.04,1.40125,0.939182
1133,23.04,1.4042,0.939054
1134,23.04,1.40588,0.938981
1135,23.04,1.4081,0.938884
1136,23.04,1.41067,0.938773
1137,23.04,1.41317,0.938664
1138,23.04,1.4145,0.938607
1139,23.04,1.41762,0.938471
1140,23.04,1.41861,0.938428
1141,23.04,1.42079,0.938334
1142,23.04,1.4223,0.938268
1143,23.04,1.42471,0.938164
1144,23.04,1.42731,0.938051
1145,23.04,1.42995,0.937936
1146,23.04,1.43266,0.937819
1147,23.04,1.43512,0.937712
1148,23.04,1.43677,0.93764
1149,23.04,1.43963,0.937516
1150,23.04,1.44207,0.93741
1151,23.04,1.44485,0.93729
1152,23.04,1.44791,0.937157
1153,23.04,1.45068,0.937036
1154,23.04,1.45195,0.936981
1155,23.04,1.45337,0.93692
1156,23.04,1.45439,0.936875
1157,23.04,1.4553,0.936836
1158,23.04,1.45673,0.936774
1159,23.04,1.45825,0.936708
1160,23.04,1.46114,0.936583
1161,23.04,1.46255,0.936521
1162,23.04,1.46474,0.936426
1163,23.04,1.46691,0.936332
1164,23.04,1.46993,0.936201
1165,23.04,1.47193,0.936114
1166,23.04,1.47376,0.936035
1167,23.04,1.47673,0.935906
1168,23.04,1.48038,0.935747
1169,23.04,1.48252,0.935655
1170,23.04,1.48523,0.935537
1171,23.04,1.4868,0.935469
1172,23.04,1.49001,0.935329
1173,23.04,1.49208,0.93524
1174,23.04,1.49403,0.935155
1175,23.04,1.49548,0.935092
1176,23.04,1.49832,0.934969
1177,23.04,1.50128,0.93484
1178,23.04,1.50346,0.934746
1179,23.04,1.50495,0.934681
1180,23.04,1.50758,0.934567
1181,23.04,1.50971,0.934475
1182,23.04,1.51213,0.93437
1183,23.04,1.51387,0.934294
1184,23.04,1.5171,0.934154
1185,23.04,1.52105,0.933982
1186,23.04,1.52403,0.933853
1187,23.04,1.52638,0.933751
1188,23.04,1.52922,0.933628
1189,23.04,1.53188,0.933512
1190,23.04,1.53372,0.933432
1191,23.04,1.53749,0.933269
1192,23.04,1.54054,0.933136
1193,23.04,1.54298,0.93303
1194,23.04,1.54519,0.932934
1195,23.04,1.54779,0.932821
1196,23.04,1.54916,0.932762
1197,23.04,1.55219,0.932631
1198,23.04,1.55462,0.932525
1199,23.04,1.55698,0.932423
1200,23.04,1.55964,0.932307
1201,23.04,1.56266,0.932176
1202,23.04,1.56622,0.932022
1203,23.04,1.56897,0.931902
1204,23.04,1.57102,0.931813
1205,23.04,1.57341,0.93171
1206,23.04,1.57582,0.931605
1207,23.04,1.57844,0.931491
1208,23.04,1.58049,0.931402
1209,23.04,1.58446,0.93123
1210,23.04,1.5887,0.931046
1211,23.04,1.59216,0.930896
1212,23.04,1.59608,0.930726
1213,23.04,1.59942,0.930581
1214,23.04,1.60164,0.930484
1215,23.04,1.60438,0.930365
1216,23.04,1.60611,0.93029
1217,23.04,1.60876,0.930175
1218,23.04,1.61174,0.930046
1219,23.04,1.61372,0.92996
1220,23.04,1.61653,0.929838
1221,23.04,1.61962,0.929704
1222,23.04,1.62271,0.92957
1223,23.04,1.62547,0.92945
1224,23.04,1.63059,0.929228
1225,23.04,1.63313,0.929118
1226,23.04,1.63716,0.928943
1227,23.04,1.63981,0.928827
1228,23.04,1.64107,0.928773
1229,23.04,1.64404,0.928644
1230,23.04,1.64724,0.928505
1231,23.04,1.64803,0.928471
1232,23.04,1.65069,0.928355
1233,23.04,1.6528,0.928264
1234,23.04,1.65618,0.928117
1235,23.04,1.65749,0.92806
1236,23.04,1.6597,0.927965
1237,23.04,1.66216,0.927858
1238,23.04,1.66473,0.927746
1239,23.04,1.668,0.927604
1240,23.04,1.67257,0.927406
1241,23.04,1.67511,0.927295
1242,23.04,1.67795,0.927172
1243,23.04,1.68165,0.927012
1244,23.04,1.68309,0.926949
1245,23.04,1.6859,0.926827
1246,23.04,1.68782,0.926744
1247,23.04,1.69133,0.926591
1248,23.04,1.69282,0.926527
1249,23.04,1.69461,0.926449
1250,23.04,1.69642,0.926371
1251,23.04,1.698,0.926302
1252,23.04,1.69933,0.926244
1253,23.04,1.70173,0.92614
1254,23.04,1.70541,0.925981
1255,23.04,1.70777,0.925878
1256,23.04,1.7112,0.925729
1257,23.04,1.71457,0.925583
1258,23.04,1.71866,0.925405
1259,23.04,1.72054,0.925324
1260,23.04,1.72391,0.925177
1261,23.04,1.72883,0.924964
1262,23.04,1.73124,0.924859
1263,23.04,1.73353,0.92476
1264,23.04,1.73511,0.924691
1265,23.04,1.73785,0.924572
1266,23.04,1.74029,0.924466
1267,23.04,1.74403,0.924304
1268,23.04,1.74777,0.924142
1269,23.04,1.74994,0.924048
1270,23.04,1.75244,0.923939
1271,23.04,1.75361,0.923889
1272,23.04,1.75657,0.92376
1273,23.04,1.75942,0.923636
1274,23.04,1.76156,0.923543
1275,23.04,1.76374,0.923449
1276,23.04,1.76615,0.923344
1277,23.04,1.76756,0.923283
1278,23.04,1.76975,0.923188
1279,23.04,1.77234,0.923076
1280,23.04,1.77458,0.922978
1281,23.04,1.77838,0.922813
1282,23.04,1.78239,0.922639
1283,23.04,1.78492,0.922529
1284,23.04,1.79007,0.922306
1285,23.04,1.79284,0.922186
1286,23.04,1.79648,0.922028
1287,23.04,1.80065,0.921847
1288,23.04,1.80305,0.921742
1289,23.04,1.80648,0.921594
1290,23.04,1.80962,0.921458
1291,23.04,1.81263,0.921327
1292,23.04,1.81448,0.921246
1293,23.04,1.81792,0.921097
1294,23.04,1.81991,0.921011
1295,23.04,1.82241,0.920902
1296,23.04,1.82484,0.920797
1297,23.04,1.82768,0.920673
1298,23.04,1.8309,0.920534
1299,23.04,1.83565,0.920328
1300,23.04,1.83731,0.920255
1301,23.04,1.84071,0.920108
1302,23.04,1.84313,0.920003
1303,23.04,1.84517,0.919915
1304,23.04,1.84787,0.919797
1305,23.04,1.85015,0.919698
1306,23.04,1.85255,0.919594
1307,23.04,1.85464,0.919504
1308,23.04,1.85773,0.919369
1309,23.04,1.85956,0.91929
1310,23.04,1.86183,0.919191
1311,23.04,1.86416,0.91909
1312,23.04,1.86762,0.91894
1313,23.04,1.8707,0.918806
1314,23.04,1.87417,0.918656
1315,23.04,1.87777,0.918499
1316,23.04,1.88009,0.918399
1317,23.04,1.88184,0.918323
1318,23.04,1.88414,0.918223
1319,23.04,1.88691,0.918103
1320,23.04,1.89037,0.917953
1321,23.04,1.89294,0.917841
1322,23.04,1.89575,0.917719
1323,23.04,1.89927,0.917566
1324,23.04,1.90362,0.917378
1325,23.04,1.90669,0.917244
1326,23.04,1.911,0.917057
1327,23.04,1.91415,0.916921
1328,23.04,1.91849,0.916732
1329,23.04,1.92044,0.916647
1330,23.04,1.92418,0.916485
1331,23.04,1.92871,0.916288
1332,23.04,1.93278,0.916112
1333,23.04,1.93708,0.915925
1334,23.04,1.9395,0.91582
1335,23.04,1.94328,0.915656
1336,23.04,1.94819,0.915443
1337,23.04,1.95069,0.915335
1338,23.04,1.95331,0.915221
1339,23.04,1.95595,0.915106
1340,23.04,1.95915,0.914967
1341,23.04,1.96385,0.914763
1342,23.04,1.96735,0.914611
1343,23.04,1.9722,0.914401
1344,23.04,1.97514,0.914274
1345,23.04,1.98071,0.914032
1346,23.04,1.98381,0.913897
1347,23.04,1.98736,0.913743
1348,23.04,1.98992,0.913632
1349,23.04,1.99406,0.913452
1350,23.04,1.99669,0.913338
1351,23.04,1.99951,0.913216
1352,23.04,2.0025,0.913086
1353,23.04,2.00646,0.912914
1354,23.04,2.00932,0.91279
1355,23.04,2.01286,0.912636
1356,23.04,2.01778,0.912423
1357,23.04,2.02218,0.912232
1358,23.04,2.02489,0.912114
1359,23.04,2.02679,0.912032
1360,23.04,2.03085,0.911855
1361,23.04,2.03485,0.911682
1362,23.04,2.03863,0.911518
1363,23.04,2.04248,0.911351
1364,23.04,2.04585,0.911204
1365,23.04,2.05011,0.911019
1366,23.04,2.05277,0.910904
1367,23.04,2.05672,0.910732
1368,23.04,2.05895,0.910636
1369,23.04,2.06057,0.910565
1370,23.04,2.06322,0.910451
1371,23.04,2.06658,0.910305
1372,23.04,2.0688,0.910208
1373,23.04,2.07233,0.910055
1374,23.04,2.07661,0.909869
1375,23.04,2.07879,0.909775
1376,23.04,2.08161,0.909652
1377,23.04,2.08872,0.909344
1378,23.04,2.09088,0.90925
1379,23.04,2.09428,0.909102
1380,23.04,2.09626,0.909017
1381,23.04,2.09944,0.908878
1382,23.04,2.10199,0.908768
1383,23.04,2.10558,0.908612
1384,23.04,2.10939,0.908447
1385,23.04,2.11167,0.908348
1386,23.04,2.1148,0.908212
1387,23.04,2.11853,0.90805
1388,23.04,2.12249,0.907878
1389,23.04,2.12632,0.907712
1390,23.04,2.1315,0.907487
1391,23.04,2.13383,0.907386
1392,23.04,2.13738,0.907232
1393,23.04,2.14111,0.90707
1394,23.04,2.14314,0.906982
1395,23.04,2.14468,0.906915
1396,23.04,2.14677,0.906824
1397,23.04,2.14876,0.906738
1398,23.04,2.15249,0.906576
1399,23.04,2.15639,0.906406
1400,23.04,2.16087,0.906212
1401,23.04,2.16469,0.906046
1402,23.04,2.16679,0.905955
1403,23.04,2.17047,0.905796
1404,23.04,2.17386,0.905649
1405,23.04,2.17729,0.9055
1406,23.04,2.17911,0.90542
1407,23.04,2.18087,0.905344
1408,23.04,2.18458,0.905183
1409,23.04,2.18722,0.905069
1410,23.04,2.18952,0.904969
1411,23.04,2.19206,0.904859
1412,23.04,2.19539,0.904714
1413,23.04,2.19655,0.904664
1414,23.04,2.19823,0.904591
1415,23.04,2.20226,0.904416
1416,23.04,2.20408,0.904337
1417,23.04,2.20646,0.904234
1418,23.04,2.209,0.904123
1419,23.04,2.21159,0.904011
1420,23.04,2.21574,0.903831
1421,23.04,2.2177,0.903746
1422,23.04,2.22162,0.903575
1423,23.04,2.2251,0.903424
1424,23.04,2.22747,0.903322
1425,23.04,2.23095,0.903171
1426,23.04,2.23268,0.903095
1427,23.04,2.23481,0.903003
1428,23.04,2.2373,0.902895
1429,23.04,2.23898,0.902822
1430,23.04,2.24058,0.902753
1431,23.04,2.24274,0.902659
1432,23.04,2.24257,0.902666
1433,23.04,2.24512,0.902556
1434,23.04,2.24806,0.902428
1435,23.04,2.25132,0.902286
1436,23.04,2.2539,0.902174
1437,23.04,2.25754,0.902017
1438,23.04,2.26007,0.901907
1439,23.04,2.26297,0.901781
1440,23.04,2.26798,0.901563
1441,23.04,2.27105,0.90143
1442,23.04,2.27388,0.901307
1443,23.04,2.27896,0.901087
1444,23.04,2.28479,0.900834
1445,23.04,2.28719,0.90073
1446,23.04,2.29018,0.9006
1447,23.04,2.29268,0.900491
1448,23.04,2.29431,0.900421
1449,23.04,2.29708,0.9003
1450,23.04,2.29919,0.900209
1451,23.04,2.30203,0.900085
1452,23.04,2.30456,0.899976
1453,23.04,2.30763,0.899843
1454,23.04,2.31095,0.899698
1455,23.04,2.31397,0.899567
1456,23.04,2.31822,0.899383
1457,23.04,2.32093,0.899265
1458,23.04,2.32359,0.89915
1459,23.04,2.32812,0.898953
1460,23.04,2.33122,0.898819
1461,23.04,2.33406,0.898695
1462,23.04,2.33833,0.89851
1463,23.04,2.34131,0.898381
1464,23.04,2.34293,0.89831
1465,23.04,2.34864,0.898062
1466,23.04,2.35094,0.897963
1467,23.04,2.35363,0.897846
1468,23.04,2.35679,0.897709
1469,23.04,2.35904,0.897611
1470,23.04,2.36348,0.897419
1471,23.04,2.36587,0.897315
1472,23.04,2.37033,0.897121
1473,23.04,2.37362,0.896978
1474,23.04,2.37604,0.896873
1475,23.04,2.37673,0.896843
1476,23.04,2.3796,0.896719
1477,23.04,2.38111,0.896653
1478,23.04,2.38613,0.896435
1479,23.04,2.39007,0.896264
1480,23.04,2.39224,0.89617
1481,23.04,2.39436,0.896078
1482,23.04,2.39672,0.895976
1483,23.04,2.39717,0.895956
1484,23.04,2.3988,0.895885
1485,23.04,2.40169,0.89576
1486,23.04,2.40532,0.895602
1487,23.04,2.40922,0.895433
1488,23.04,2.41227,0.895301
1489,23.04,2.41902,0.895008
1490,23.04,2.42548,0.894727
1491,23.04,2.42832,0.894604
1492,23.04,2.42971,0.894544
1493,23.04,2.43436,0.894342
1494,23.04,2.43724,0.894217
1495,23.04,2.43939,0.894124
1496,23.04,2.44182,0.894018
1497,23.04,2.44256,0.893986
1498,23.04,2.44527,0.893869
1499,23.04,2.44839,0.893733
1500,23.04,2.45016,0.893656
1501,23.04,2.45372,0.893502
1502,23.04,2.45529,0.893434
1503,23.04,2.45943,0.893254
1504,23.04,2.46132,0.893172
1505,23.04,2.4634,0.893082
1506,23.04,2.46536,0.892996
1507,23.04,2.46711,0.892921
1508,23.04,2.46965,0.89281
1509,23.04,2.47659,0.892509
1510,23.04,2.47929,0.892392
1511,23.04,2.48162,0.892291
1512,23.04,2.48469,0.892158
1513,23.04,2.48653,0.892078
1514,23.04,2.488,0.892014
1515,23.04,2.49003,0.891926
1516,23.04,2.49319,0.891789
1517,23.04,2.49334,0.891782
1518,23.04,2.49591,0.891671
1519,23.04,2.49668,0.891637
1520,23.04,2.50012,0.891488
1521,23.04,2.50513,0.89127
1522,23.04,2.50769,0.891159
1523,23.04,2.51039,0.891042
1524,23.04,2.5142,0.890877
1525,23.04,2.51726,0.890744
1526,23.04,2.51963,0.890641
1527,23.04,2.52404,0.89045
1528,23.04,2.52604,0.890363
1529,23.04,2.52981,0.890199
1530,23.04,2.53283,0.890068
1531,23.04,2.53789,0.889849
1532,23.04,2.53975,0.889768
1533,23.04,2.54081,0.889722
1534,23.04,2.54315,0.88962
1535,23.04,2.5454,0.889523
1536,23.04,2.54775,0.88942
1537,23.04,2.55158,0.889255
1538,23.04,2.55264,0.889208
1539,23.04,2.55536,0.88909
1540,23.04,2.55992,0.888892
1541,23.04,2.56226,0.888791
1542,23.04,2.565,0.888672
1543,23.04,2.5675,0.888563
1544,23.04,2.57089,0.888416
1545,23.04,2.57367,0.888295
1546,23.04,2.57742,0.888133
1547,23.04,2.58039,0.888004
1548,23.04,2.58352,0.887868
1549,23.04,2.58548,0.887783
1550,23.04,2.58871,0.887643
1551,23.04,2.59311,0.887452
1552,23.04,2.59551,0.887348
1553,23.04,2.59801,0.887239
1554,23.04,2.59917,0.887189
1555,23.04,2.59982,0.887161
1556,23.04,2.60252,0.887043
1557,23.04,2.60577,0.886902
1558,23.04,2.60945,0.886743
1559,23.04,2.61213,0.886626
1560,23.04,2.61379,0.886554
1561,23.04,2.62158,0.886216
1562,23.04,2.62469,0.886081
1563,23.04,2.62533,0.886053
1564,23.04,2.62971,0.885863
1565,23.04,2.63356,0.885696
1566,23.04,2.6355,0.885612
1567,23.04,2.638,0.885504
1568,23.04,2.63746,0.885527
1569,23.04,2.64026,0.885405
1570,23.04,2.64649,0.885135
1571,23.04,2.65129,0.884927
1572,23.04,2.65182,0.884904
1573,23.04,2.65523,0.884756
1574,23.04,2.65587,0.884728
1575,23.04,2.65949,0.884571
1576,23.04,2.6624,0.884444
1577,23.04,2.66653,0.884265
1578,23.04,2.6687,0.884171
1579,23.04,2.6715,0.884049
1580,23.04,2.67157,0.884046
1581,23.04,2.67263,0.884
1582,23.04,2.67558,0.883873
1583,23.04,2.67629,0.883842
1584,23.04,2.67901,0.883724
1585,23.04,2.68126,0.883626
1586,23.04,2.68488,0.883469
1587,23.04,2.68977,0.883256
1588,23.04,2.6955,0.883008
1589,23.04,2.69724,0.882932
1590,23.04,2.69955,0.882832
1591,23.04,2.70204,0.882724
1592,23.04,2.70547,0.882575
1593,23.04,2.70872,0.882434
1594,23.04,2.71147,0.882315
1595,23.04,2.71321,0.882239
1596,23.04,2.71475,0.882172
1597,23.04,2.71821,0.882022
1598,23.04,2.72168,0.881871
1599,23.04,2.72495,0.88173
1600,23.04,2.73029,0.881498
1601,23.04,2.73168,0.881438
1602,23.04,2.73597,0.881251
1603,23.04,2.73922,0.88111
1604,23.04,2.74124,0.881022
1605,23.04,2.74494,0.880862
1606,23.04,2.74587,0.880822
1607,23.04,2.75115,0.880592
1608,23.04,2.75339,0.880495
1609,23.04,2.75779,0.880304
1610,23.04,2.76193,0.880124
1611,23.04,2.76657,0.879923
1612,23.04,2.76759,0.879879
1613,23.04,2.77143,0.879712
1614,23.04,2.77546,0.879537
1615,23.04,2.77937,0.879368
1616,23.04,2.78168,0.879267
1617,23.04,2.78538,0.879107
1618,23.04,2.78824,0.878983
1619,23.04,2.78995,0.878908
1620,23.04,2.793,0.878776
1621,23.04,2.79502,0.878688
1622,23.04,2.79862,0.878532
1623,23.04,2.79916,0.878509
1624,23.04,2.80142,0.878411
1625,23.04,2.80613,0.878206
1626,23.04,2.80746,0.878148
1627,23.04,2.80947,0.878061
1628,23.04,2.81348,0.877887
1629,23.04,2.81794,0.877694
1630,23.04,2.819,0.877648
1631,23.04,2.82147,0.87754
1632,23.04,2.82248,0.877497
1633,23.04,2.82366,0.877445
1634,23.04,2.82503,0.877386
1635,23.04,2.82546,0.877367
1636,23.04,2.82787,0.877262
1637,23.04,2.82973,0.877182
1638,23.04,2.83087,0.877132
1639,23.04,2.83582,0.876917
1640,23.04,2.83758,0.876841
1641,23.04,2.83744,0.876847
1642,23.04,2.83991,0.87674
1643,23.04,2.84382,0.87657
1644,23.04,2.84514,0.876513
1645,23.04,2.84755,0.876408
1646,23.04,2.84944,0.876326
1647,23.04,2.85077,0.876269
1648,23.04,2.85254,0.876192
1649,23.04,2.85446,0.876109
1650,23.04,2.85621,0.876032
1651,23.04,2.85623,0.876032
1652,23.04,2.86002,0.875867
1653,23.04,2.86257,0.875757
1654,23.04,2.86515,0.875645
1655,23.04,2.86757,0.875539
1656,23.04,2.87067,0.875405
1657,23.04,2.8729,0.875308
1658,23.04,2.87578,0.875183
1659,23.04,2.87798,0.875088
1660,23.04,2.87878,0.875053
1661,23.04,2.88062,0.874973
1662,23.04,2.88328,0.874858
1663,23.04,2.88641,0.874722
1664,23.04,2.8893,0.874596
1665,23.04,2.88977,0.874576
1666,23.04,2.89345,0.874416
1667,23.04,2.89416,0.874386
1668,23.04,2.8955,0.874327
1669,23.04,2.89658,0.87428
1670,23.04,2.89994,0.874135
1671,23.04,2.90251,0.874023
1672,23.04,2.90477,0.873925
1673,23.04,2.90575,0.873882
1674,23.04,2.91086,0.873661
1675,23.04,2.91627,0.873426
1676,23.04,2.92002,0.873263
1677,23.04,2.92227,0.873165
1678,23.04,2.92312,0.873128
1679,23.04,2.92429,0.873078
1680,23.04,2.92776,0.872927
1681,23.04,2.9285,0.872895
1682,23.04,2.93016,0.872823
1683,23.04,2.93148,0.872765
1684,23.04,2.93352,0.872677
1685,23.04,2.93478,0.872622
1686,23.04,2.93842,0.872464
1687,23.04,2.94148,0.872332
1688,23.04,2.9442,0.872213
1689,23.04,2.94667,0.872106
1690,23.04,2.94759,0.872067
1691,23.04,2.94977,0.871972
1692,23.04,2.95212,0.87187
1693,23.04,2.95711,0.871653
1694,23.04,2.9593,0.871558
1695,23.04,2.96173,0.871453
1696,23.04,2.96566,0.871282
1697,23.04,2.96688,0.871229
1698,23.04,2.96876,0.871148
1699,23.04,2.97011,0.871089
1700,23.04,2.97229,0.870994
