θ0,θ1,θ2,θ3,ϕ1,ϕ2
1.0,1.0,1.0,1.0,1.0,1.0
-2.16,1.0004967808121303,1.0001613253139727,2.0,0.9990064383757391,0.9991783543697891
-2.160658106126103,1.0009340305647736,1.0002523519771847,1.9983567087395782,0.9981319388704527,0.9986832179214236
-2.161186382541958,1.001432017775718,1.0004172666047173,1.9973664358428471,0.9971359644485636,0.9978556717899335
-2.1618492843804358,1.0018888321878363,1.0005175470216665,1.995711343579867,0.9962223356243272,0.9970691435869236
-2.1624063792095027,1.0023459558441217,1.0006406484933696,1.9941382871738471,0.9953080883117564,0.9965181048080184
-2.1629866043374912,1.002839431404478,1.0008041716119853,1.9930362096160368,0.9943211371910439,0.995709442711056
-2.163643603016463,1.0033163062529105,1.0009434372299604,1.991418885422112,0.9933673874941787,0.9949154042827659
-2.164259743482871,1.0037724402067212,1.001054184834371,1.9898308085655319,0.9924551195865574,0.9941923786715255
-2.1648266250410924,1.0042610383987496,1.001210832976925,1.988384757343051,0.9914779232025004,0.9933757086811031
-2.165471871375675,1.0047454139184167,1.0013636659993945,1.9867514173622063,0.9905091721631664,0.9925954292800463
-2.1661090799178115,1.005229240055373,1.0015150821274712,1.9851908585600926,0.9895415198892534,0.9917951616510319
-2.1667443221828444,1.0057106634093491,1.001664487052329,1.9835903233020638,0.9885786731813013,0.9909951434422678
-2.1673751504616785,1.0061589938462574,1.0017586704877526,1.9819902868845356,0.9876820123074846,0.9902069597420431
-2.16791766433401,1.006603354680321,1.001841953727965,1.9804139194840862,0.9867932906393575,0.9894105423536449
-2.1684453084082858,1.0070815278838463,1.0019877210686692,1.9788210847072898,0.9858369442323067,0.988601492892118
-2.169069248952516,1.0075421031640992,1.002113476620955,1.977202985784236,0.984915793671801,0.9878485663633017
-2.1696555797850543,1.0080166732868454,1.0022606917796406,1.9756971327266033,0.9839666534263088,0.9870672157385413
-2.170277365066486,1.0084824521060691,1.002393540570293,1.9741344314770826,0.9830350957878612,0.9862814085384812
-2.170875992676362,1.0089551331543525,1.0025351152688184,1.9725628170769625,0.9820897336912943,0.9854777301554138
-2.1714902484231713,1.0093907391038974,1.0026374793237502,1.9709554603108277,0.9812185217922044,0.9848710327518941
-2.1720282184276476,1.0098598273339896,1.0027768024149408,1.9697420655037883,0.98028034533202,0.9840767669975055
-2.1601510628712095,1.010326941620449,1.0029130468536822,1.968153533995011,0.9793461167591011,0.9832851852504023
-2.1489052624048823,1.0107481830352123,1.002981792169312,1.9665703705008046,0.9785036339295747,0.9825351408778287
-2.1375179358885,1.0111923224973143,1.0030911374993452,1.9650702817556573,0.9776153550053709,0.981896305513812
-2.1262178524584776,1.011626903037055,1.0031945153311475,1.963792611027624,0.9767461939258892,0.9812966441146423
-2.1163515250698475,1.0120678738022217,1.0032960209380608,1.9625932882292847,0.9758642523955556,0.9805416929421888
-2.1063128752372386,1.0125248831644877,1.0034219719926805,1.9610833858843777,0.9749502336710234,0.9798568116592918
-2.096766405373068,1.0129846377339045,1.0035537479170262,1.9597136233185837,0.9740307245321898,0.9790921915630703
-2.0876027771395993,1.0134402265163294,1.0036769991535515,1.9581843831261405,0.9731195469673398,0.9783177977156162
-2.0788815904743148,1.0138966917587402,1.003802799304259,1.9566355954312324,0.972206616482518,0.9775627603954213
-2.070844609034995,1.0142417059466375,1.0037898207317466,1.9551255207908427,0.9715165881067235,0.9770369112343509
-2.063240187467892,1.0145508200844264,1.0037366074750953,1.9540738224687018,0.9708983598311458,0.976969138024049
-2.055848046487356,1.0148823698900429,1.0036865956904442,1.953938276048098,0.970235260219913,0.9766739326367176
-2.048944093528851,1.0153329856571958,1.0038050120968134,1.9533478652734353,0.9693340286856071,0.9759448932953412
-2.042664575950161,1.015700003835621,1.0038074884276813,1.9518897865906824,0.9685999923287568,0.9754780549395385
-2.037090809323771,1.015934700151249,1.0036339807934935,1.950956109879077,0.9681305996975006,0.9752982007630536
-2.031951669867188,1.0163678817968278,1.0037229642931187,1.9505964015261072,0.9672642364063433,0.9746232520838661
-2.0279247132844533,1.0167601287638612,1.0037567212202292,1.9492465041677323,0.9664797424722763,0.9740287361674433
-2.025019522693235,1.0172023397104641,1.0038605599564216,1.9480574723348867,0.9655953205790704,0.973374838449627
-2.023172111072047,1.0175137341216296,1.0037947160661285,1.946749676899254,0.9649725317567392,0.9731305252779294
-2.0219448659476966,1.0178808465284293,1.00382002676574,1.9462610505558589,0.9642383069431401,0.9728303614543024
-2.021712565465202,1.0182552011647996,1.003842716740394,1.9456607229086047,0.9634895976703991,0.9724231191859718
-2.022436745529083,1.0187031818647523,1.0039551133984745,1.9448462383719436,0.9625936362704935,0.9717729891343379
-2.0242886017579815,1.0191101910856746,1.0040082739502967,1.9435459782686757,0.9617796178286488,0.9712166767669127
