k,mean,variance,std,μ
1.0,0.9779703831721568,0.03886659357845445,0.19714612240278642,-0.022029616827843254
2.0,1.1725557100226423,0.03444881266135171,0.18560391337833293,0.1725557100226426
3.0,1.367626870782184,0.035132620773962245,0.1874369781392195,0.3676268707821842
4.0,1.413755052656357,0.07051993351882324,0.265555895281621,0.4137550526563571
5.0,1.3784184784347833,0.04978507474723852,0.22312569270982335,0.37841847843478355
6.0,1.3887825143000578,0.056688849928654,0.23809420389554636,0.3887825143000581
7.0,1.4335166098229477,0.07078677469814948,0.26605784088831036,0.43351660982294793
8.0,1.4375919029105793,0.07327209788273024,0.2706881930981295,0.4375919029105792
9.0,1.3681218789394678,0.06184165818976367,0.24867983068548938,0.3681218789394675
10.0,1.394344867560206,0.05942212333112206,0.24376653447740126,0.394344867560206
11.0,1.4571286810128583,0.0565319290076045,0.23776444016632198,0.4571286810128581
12.0,1.378323666282094,0.04754867728570332,0.2180565919336155,0.3783236662820937
13.0,1.3528041017809453,0.053907037077825105,0.232178890250223,0.3528041017809451
14.0,1.436771989437374,0.06933098720593654,0.26330778037486197,0.4367719894373739
15.0,1.3249639475154538,0.05675935094757109,0.23824221067554568,0.3249639475154539
16.0,1.3656980437035038,0.05355410554325019,0.23141759989951108,0.3656980437035038
17.0,1.4268682799053876,0.07440109766696407,0.27276564605346487,0.42686827990538667
18.0,1.4089710653500438,0.05875204596986335,0.24238821334764477,0.40897106535004374
19.0,1.3989556681648352,0.08181966299221576,0.2860413658760141,0.3989556681648355
20.0,1.4011418547400762,0.05305293737233813,0.23033223259530597,0.4011418547400764
21.0,1.4437440994212976,0.05290717939550743,0.23001560685202957,0.4437440994212978
22.0,1.4143267715164651,0.05128320442910618,0.22645795289436443,0.41432677151646535
23.0,1.371844425864505,0.030583257552400468,0.17488069519646948,0.371844425864505
24.0,1.4019860304647842,0.04130319881053021,0.20323188433543152,0.4019860304647842
25.0,1.3279631494404287,0.051960639916663644,0.22794876599065775,0.3279631494404287
26.0,1.4456946414489809,0.053176967583351595,0.23060131739292297,0.4456946414489804
27.0,1.424871545037924,0.06815946669414263,0.26107368058489283,0.4248715450379244
28.0,1.3929154453039383,0.0445977919375058,0.21118189301525309,0.39291544530393785
29.0,1.3874494686256478,0.05454619853819956,0.2335512760363333,0.38744946862564783
30.0,1.364658407141667,0.05464541186446313,0.23376358113372392,0.3646584071416667
31.0,1.4718150133173118,0.04982523137725438,0.22321566113795505,0.47181501331731196
32.0,1.3524995662515493,0.0644579011674182,0.2538856064597168,0.35249956625154943
33.0,1.374805411899971,0.049821647240070065,0.22320763257574788,0.3748054118999712
34.0,1.375583448140967,0.033992881192553885,0.18437158455834207,0.37558344814096756
35.0,1.3536668206785354,0.044769253268132754,0.21158746009187962,0.35366682067853533
36.0,1.4306169960531838,0.051636579116372594,0.22723683485819943,0.4306169960531841
37.0,1.4411397823546748,0.054887657997984285,0.23428115160632168,0.44113978235467477
38.0,1.408296859974388,0.04956201137027867,0.22262527118518838,0.4082968599743883
39.0,1.4091814569377916,0.05677576957020885,0.2382766660212637,0.40918145693779145
40.0,1.3611821347281405,0.07487929300798425,0.27364081020195846,0.36118213472814026
41.0,1.4144396296351571,0.0539014736052536,0.23216690893676817,0.41443962963515707
42.0,1.3651212978073932,0.05481826582239983,0.23413300882703367,0.36512129780739244
43.0,1.3870849406517098,0.06548201000611398,0.2558945290663987,0.38708494065170945
44.0,1.3917173134502214,0.05773554599158357,0.24028222154704573,0.3917173134502218
45.0,1.4175587773646046,0.06552258887503411,0.2559738050563653,0.4175587773646044
46.0,1.4380743558580207,0.04692207175790547,0.21661503123722847,0.4380743558580206
47.0,1.414672246451141,0.0547763276448924,0.23404343110818643,0.4146722464511404
48.0,1.354854682174761,0.059525939889716696,0.24397938414898235,0.3548546821747607
49.0,1.4249384926504205,0.03588820647883725,0.1894418287465502,0.4249384926504212
50.0,1.3672148153265504,0.0381055316646247,0.1952063822333294,0.3672148153265503
51.0,1.385569000807099,0.041699413820344124,0.20420434329451498,0.38556900080709916
52.0,1.4060581741499782,0.05405285771138819,0.23249270464121705,0.40605817414997813
53.0,1.3697591563405052,0.04603101423009832,0.2145483960091483,0.36975915634050494
54.0,1.3996456536701933,0.04508220648666719,0.21232570849208815,0.39964565367019356
55.0,1.4419524282037404,0.059713834900531115,0.24436414405663348,0.44195242820374053
56.0,1.3635327861722888,0.047708833937782726,0.21842351965340803,0.3635327861722883
57.0,1.4268087110108516,0.07377038312501194,0.27160703806236675,0.42680871101085144
58.0,1.4299044282848306,0.054975113730026656,0.23446772428209955,0.42990442828483055
59.0,1.3650816701335142,0.04294129256327977,0.20722280898414577,0.3650816701335141
60.0,1.3648471138090477,0.0741776536671927,0.27235574836451076,0.3648471138090479
61.0,1.3247420850774012,0.05935387534586295,0.24362650788833087,0.3247420850774007
62.0,1.4788034891900173,0.06173247617857924,0.24846021045346323,0.47880348919001775
63.0,1.4241995746149538,0.038651153631527026,0.19659896650676226,0.42419957461495345
64.0,1.3900890788691485,0.04740435939407683,0.21772542202066536,0.3900890788691482
65.0,1.381948191778999,0.0383230919952477,0.1957628463096297,0.381948191778999
66.0,1.4250858084448093,0.051183080357674014,0.22623677940970166,0.42508580844480903
67.0,1.4147097160573194,0.056045175345559084,0.2367386224205064,0.4147097160573196
68.0,1.358843376057696,0.04219528984589707,0.20541492118611313,0.35884337605769595
69.0,1.397944803338249,0.04351179759676489,0.20859481680225156,0.39794480333824844
70.0,1.365290997867563,0.07717897901012889,0.27781104911455357,0.365290997867563
71.0,1.4390536946369104,0.050298521636792416,0.2242733190479697,0.4390536946369105
72.0,1.360660110401945,0.039694999302485295,0.19923603916582286,0.36066011040194496
73.0,1.3843904574183483,0.055886643758378596,0.23640356122186187,0.3843904574183484
74.0,1.411517667810701,0.04962728149714171,0.22277181486252184,0.41151766781070104
75.0,1.3741147346115463,0.053755775009599924,0.23185291675887953,0.3741147346115469
76.0,1.4760071964053316,0.062476367661671965,0.2499527308545997,0.4760071964053319
77.0,1.409493899796002,0.043018718731926635,0.20740954349288424,0.40949389979600254
78.0,1.3667243463890466,0.045498547608270275,0.21330388559112157,0.36672434638904666
79.0,1.416091932703402,0.038938927583602685,0.1973294898985012,0.4160919327034022
80.0,1.3576757439840563,0.049549203617079776,0.22259650405403894,0.35767574398405616
81.0,1.397132185584384,0.039422950466480575,0.1985521353863528,0.39713218558438385
