k;mean;variance
1.0;1.0175069053232386;0.029468977377825563
2.0;1.2252172194953581;0.03597752290948658
3.0;1.4336382939240944;0.022892747951854572
4.0;1.4030616618725316;0.024659057790179358
5.0;1.4257327953672405;0.023860588781850153
6.0;1.3572642331164906;0.022068214742886103
7.0;1.4085994934690658;0.016366316129789223
8.0;1.4020822843883431;0.030020130623796725
9.0;1.3959876207131976;0.025767226490121375
10.0;1.4279576990197145;0.015241686994770411
11.0;1.364903867534506;0.01735834393790789
12.0;1.3882969519235282;0.025718529398058097
13.0;1.427629693303666;0.014683039515222417
14.0;1.368269102425051;0.01796074049863627
15.0;1.443467923781712;0.024043421433369665
16.0;1.3989049080450207;0.01689637277038383
17.0;1.3553808176622764;0.018914637183469817
18.0;1.392889716527752;0.01881773938827812
19.0;1.4318850440719215;0.021356411828802685
20.0;1.3882125548507642;0.021932707868471277
21.0;1.3830062448643892;0.019276480946276653
22.0;1.4168083190524647;0.018775748455130793
23.0;1.39208201507522;0.023051879081632604
24.0;1.3830946965743454;0.018761540943220606
25.0;1.386421942881333;0.020939848662238796
26.0;1.4303581029297912;0.02354846591344531
27.0;1.4174790858743602;0.02007899533915047
28.0;1.3921036436891407;0.01745918588851954
29.0;1.3936497780379122;0.026837516036249592
30.0;1.362416161496382;0.020693235907858806
31.0;1.425709556985935;0.021611705661754042
32.0;1.3881762004970626;0.01524511213636705
33.0;1.4162304037820952;0.020580152234899035
34.0;1.4280396778780093;0.013835103655793227
35.0;1.3621692220115955;0.016388255458152937
36.0;1.3975612718750674;0.012134018503896407
37.0;1.3790816037742948;0.02225555441305518
38.0;1.3888864114752497;0.025676637265759587
39.0;1.428843063982417;0.018699560434576233
40.0;1.394435213174698;0.02513717184525568
41.0;1.4125313613754986;0.013471517948106854
42.0;1.387600235707293;0.022686770786266304
43.0;1.3990532186443474;0.021226574855167817
44.0;1.3855370831161757;0.022165417978140773
45.0;1.4055016807305913;0.020132139679719805
46.0;1.3796284849174711;0.018148880030886435
47.0;1.4347950804174312;0.018319510147586218
48.0;1.3890941464763729;0.0218743879163048
49.0;1.4099704899546217;0.01954494889323896
50.0;1.3731924191156586;0.01435027303101702
51.0;1.4212892513068605;0.021133092776809626
52.0;1.4029778475512371;0.023201908102876173
53.0;1.3534753909626664;0.021078405579393805
54.0;1.438601516511212;0.012004797397342844
55.0;1.4023836414567106;0.020421577536639837
56.0;1.3745461010625954;0.0158829740755227
57.0;1.3857370786545586;0.011716758110126345
58.0;1.4137724022186595;0.021572921939439587
59.0;1.4351452074077071;0.025210512775117835
60.0;1.387999127763816;0.016725207384949554
61.0;1.394678523017785;0.020087229117548875
62.0;1.3803607962173219;0.022290054730866836
63.0;1.3929496056248485;0.01440226263023215
64.0;1.4090300601985941;0.01978137171498353
65.0;1.4102827951096573;0.025235751914392025
66.0;1.3941760932808025;0.016262696564299156
67.0;1.3874774070800493;0.013668916162766052
68.0;1.4127416795487133;0.012964586696159904
69.0;1.364162289402405;0.019658680868815722
70.0;1.407502623228551;0.020615732670434775
71.0;1.3970256621211181;0.013867322697425582
72.0;1.4079873557125695;0.013317012664813178
73.0;1.4009097925902616;0.022430585085060944
74.0;1.4164977899560367;0.017793881694208064
75.0;1.3981700937217527;0.01809541383885322
76.0;1.3814881707475615;0.016927106724640723
77.0;1.4167642613458804;0.01653808687997868
78.0;1.3725846475099428;0.012753801595124313
79.0;1.3839660650924859;0.016837424863294495
80.0;1.4038886603247425;0.014543154003855883
81.0;1.3946514597901836;0.014390989898904284
82.0;1.419681784602997;0.01529585551830218
83.0;1.3842687834146274;0.012074484588840447
84.0;1.3824679854486581;0.015108683577678089
85.0;1.413099871635485;0.018613244764607958
86.0;1.4257366201841923;0.02032134744645041
87.0;1.4116335189010198;0.02267566277115319
88.0;1.4014969635129972;0.014314411650242673
89.0;1.399338485625606;0.019521223223033398
90.0;1.3434423393175552;0.016051571438559453
91.0;1.4187192249446638;0.019811003359044614
92.0;1.3998763667305048;0.017341151737823603
93.0;1.4192473714311098;0.014129561636871015
94.0;1.4155432973614623;0.01680468399983922
95.0;1.3829098102080621;0.021599856398162875
96.0;1.3688651940408283;0.0204542693288958
97.0;1.3972050311430126;0.020480285645990054
98.0;1.3931590990068883;0.014876487030621938
99.0;1.4352848593546113;0.018140630410984716
100.0;1.3699975422967563;0.01712108853364365
101.0;1.4012233366235052;0.0144403684387077
102.0;1.4511042475168252;0.013511409502516213
103.0;1.3792741524168415;0.014342169271667354
104.0;1.3900765528520305;0.015749761973603955
105.0;1.3887084000782004;0.012560762656385883
106.0;1.3734799191733547;0.011728728224438814
107.0;1.3972657878631152;0.01199214348081524
108.0;1.4444468138063546;0.012788384900414458
109.0;1.3942891276953453;0.02218069324474779
110.0;1.404348502797041;0.015050418940424175
111.0;1.374621923242602;0.017072302960320484
112.0;1.4005678840283702;0.016505393899065916
113.0;1.394646895782695;0.013481298904101205
114.0;1.383246883992076;0.020323189769614627
115.0;1.4084490462993955;0.023200292995884077
116.0;1.4060368559251224;0.015624856320319564
117.0;1.4284349530689182;0.020749197010909305
118.0;1.3884785647289792;0.014340001565692446
119.0;1.390223664515676;0.014175789065668725
120.0;1.3946001048663;0.013451211800409993
121.0;1.4059511262138509;0.013446831954266419
122.0;1.397295455234624;0.013093062786951753
123.0;1.4153310683486533;0.014599261408755568
124.0;1.3704450886194022;0.01751832719313822
125.0;1.4075991021825647;0.015996105670512427
126.0;1.4154277343540378;0.013676788850368908
127.0;1.3960746555357104;0.01220155000418349
128.0;1.4266959853506993;0.014708348311724101
129.0;1.3727909543536534;0.013546268896355036
130.0;1.3665184513319977;0.018120669594421122
131.0;1.4006134835821669;0.014425862602191543
132.0;1.3936433483004478;0.018153958147244614
133.0;1.4103192220869176;0.015066948491561748
134.0;1.4067728498735308;0.019125143296172917
135.0;1.402597099479946;0.013339794740204584
136.0;1.400611319725215;0.016395221824357084
137.0;1.3722868588772905;0.01678823819878691
138.0;1.4081223977126964;0.02398870257368702
139.0;1.4080654110320345;0.016357481065395783
140.0;1.3851635090519883;0.015743877290174624
141.0;1.4218612925433158;0.01967249044628529
142.0;1.3949770760436726;0.015783504937047037
143.0;1.3958814012634568;0.01572784698457329
144.0;1.4157752863964388;0.01347381036190925
145.0;1.375218038039977;0.020548741813510674
146.0;1.3803094338932196;0.015408755603195478
147.0;1.4014143623383937;0.015751676548061474
148.0;1.4396788226963606;0.014564686509618879
149.0;1.396272086326905;0.008690945941803783
150.0;1.3964610252199932;0.01187273162964412
151.0;1.3518551605768474;0.018770512719762454
152.0;1.3935620777966213;0.020903427454422894
153.0;1.4468406060392878;0.01520961094230468
154.0;1.3882133042430749;0.014639149967043998
155.0;1.3580088234056233;0.019498776136775725
156.0;1.4225608828463345;0.015220461530464097
157.0;1.4136911023759138;0.01484466611080571
158.0;1.4042590600250684;0.022281817330572787
159.0;1.3780704431137503;0.018343701839706843
160.0;1.4179812893223789;0.012207895541400943
161.0;1.377765486671882;0.015471801230598412
162.0;1.40472042278894;0.014913874528878966
163.0;1.4053830294798382;0.0169868920161529
164.0;1.3951274192303311;0.014714131233698935
165.0;1.3799012517839058;0.018497660970054466
166.0;1.4464600996400145;0.012912610802249074
167.0;1.4069423377708035;0.009353377580163719
168.0;1.3904774793297248;0.011484911430964487
169.0;1.4014530015913593;0.011824131165141465
170.0;1.3814266302709606;0.017228608893786083
171.0;1.361827042271801;0.016979689295951183
172.0;1.4211205876456483;0.015916301978412078
173.0;1.4117861831500287;0.014717107314438559
174.0;1.4095949524817066;0.01374569071113939
175.0;1.4073397106597425;0.010651271041184712
176.0;1.3723993004561479;0.010514615760737459
177.0;1.3908509732796668;0.01887502573704801
178.0;1.3815353744684404;0.01488590917118274
179.0;1.4232370457652457;0.01313186459780104
180.0;1.3946075781333727;0.020645881330191705
181.0;1.3793852075335298;0.01900540617398723
182.0;1.4192457456921397;0.012260941101124152
183.0;1.4409635819277022;0.014812838974149674
