θ0;θ1;θ2;θ3;ϕ1;ϕ2
1.0;1.0;1.0;1.0;1.0;1.0
-2.16;1.0005019838054667;1.0001707405064362;2.0;0.9989960323890668;0.9991774044128972
-2.160672724311903;1.0009546367803692;1.0002714252539404;1.9983548088257943;0.9980907264392618;0.9984484914636627
-2.1612260620343093;1.0014477842753209;1.0004332787613404;1.9968969829273253;0.9971044314493585;0.9976504611041208
-2.1618810630366614;1.001923955085672;1.0005755260558387;1.9953009222082416;0.9961520898286563;0.9969580014460441
-2.162499481141511;1.002369141871271;1.00066580731822;1.9939160028920881;0.9952617162574582;0.9962204826105285
-2.163034949189491;1.002861105541008;1.0008257137925207;1.992440965221057;0.9942777889179842;0.9954082188536284
-2.1636868193335284;1.0033401245505407;1.0009693981775312;1.9908164377072568;0.9933197508989188;0.9946667690823656
-2.1643095227280718;1.0038295428305248;1.001126189992697;1.9893335381647312;0.9923409143389504;0.9938470606769633
-2.1649557328232216;1.004290332741536;1.0012338376496648;1.9876941213539265;0.9914193345169282;0.9930432580071195
-2.165524170391201;1.0047764601866818;1.0013877461154364;1.986086516014239;0.9904470796266368;0.9922300208965471
-2.166164206302118;1.0051986683182328;1.0014579920445246;1.9844600417930942;0.9896026633635346;0.9916184380800988
-2.166656660362757;1.0055073995311965;1.0013767906476747;1.9832368761601975;0.9889852009376073;0.9915443549827181
-2.1668841901788713;1.0059905390800936;1.0015343912483188;1.9830887099654362;0.9880189218398131;0.990795760617664
-2.1675249303284128;1.0064576101316463;1.0016700907983578;1.981591521235328;0.9870847797367078;0.9900766628230852
-2.168127700930004;1.006934217984189;1.0018218626919584;1.9801533256461703;0.9861315640316225;0.9893283210358087
-2.1687560806761477;1.0073872199747185;1.001930086161645;1.9786566420716174;0.9852255600505634;0.9885481551608738
-2.1693173061363638;1.007857151184674;1.0020675917554756;1.9770963103217476;0.9842856976306527;0.9877918535512912
-2.1699247429401494;1.0083091560135786;1.0021764819406498;1.9755837071025824;0.9833816879728432;0.9870185067687091
-2.1704856379542283;1.0087798976451996;1.0023148432170859;1.9740370135374181;0.9824402047096014;0.9862260727827676
-2.1710947408622854;1.0092394045552007;1.0024489044510267;1.9724521455655353;0.9815211908895993;0.9855091474017497
-2.1716883090062273;1.0097050196633621;1.0025828905284127;1.9710182948034993;0.9805899606732763;0.9847268067856094
-2.172287910191775;1.0101734463352596;1.0027205745776886;1.9694536135712188;0.9796531073294812;0.9839294728849824
-2.172894020912948;1.0106135055901226;1.0028183902166294;1.967858945769965;0.9787729888197554;0.9831764660679684
-2.1734318958067522;1.0110639064307616;1.0029282030190365;1.9663529321359368;0.9778721871384775;0.9824020022288275
-2.173992109449798;1.0115183489821076;1.0030473368998878;1.964804004457655;0.9769633020357856;0.9816193260849825
-2.174565685881995;1.0119305811796009;1.0031279878579715;1.963238652169965;0.976138837640799;0.981015509170017
-2.1750585690375726;1.0123861541289119;1.0032531539004137;1.962031018340034;0.9752276917421769;0.9802525601500043
-2.175639308029326;1.0128324506356399;1.0033638794118305;1.9605051203000086;0.9743350987287207;0.9795049210883251
-2.1761963300474703;1.0132876588997395;1.0034881218673226;1.9590098421766502;0.9734246822005215;0.9787218206674125
-2.176775780767062;1.013722601536061;1.0036055503981365;1.957443641334825;0.9725547969278784;0.9781353560918038
-2.177328151934198;1.0141654986566988;1.003711985604039;1.9562707121836076;0.9716690026866026;0.9773610848979564
-2.177877484260738;1.014604553714952;1.0038254895962122;1.9547221697959127;0.9707908925700964;0.9766495967513931
-2.178430043311164;1.0150555659138367;1.003946521689349;1.9532991935027861;0.9698888681723271;0.9758689875162421
-2.1790020876031857;1.015466872261851;1.0040143005803002;1.9517379750324841;0.9690662554762988;0.9752011178646381
-2.1794811728421513;1.015910603527972;1.004132420178509;1.9504022357292763;0.9681787929440568;0.9744694180576053
-2.1800430237064807;1.016356868910068;1.0042513568887455;1.9489388361152107;0.9672862621798649;0.973703444888558
-2.1806082257988137;1.0167920872748522;1.0043728441095523;1.947406889777116;0.9664158254502966;0.973027718032212
-2.181164931384404;1.0172271196463407;1.004473482200121;1.946055436064424;0.9655457607073196;0.9722632193714453
-2.1817006018464618;1.017662247869236;1.004574037902472;1.9445264387428907;0.964675504261529;0.9714969325332977
-2.182236285771708;1.0180931639848245;1.0046747680566224;1.9429938650665954;0.9638136720303521;0.9707681703240828
-2.182767932041447;1.0184748313655347;1.0047041276676776;1.9415363406481656;0.9630503372689315;0.9701467811765492
-2.1831789590332127;1.0189131494029964;1.0048149262366077;1.9402935623530984;0.9621737011940082;0.9693883533943833
