θ0,θ1,θ2,θ3,ϕ1,ϕ2
1.0,1.0,1.0,1.0,1.0,1.0
-2.16,1.000484021789766,1.0001550634597842,2.0,0.9990319564204683,0.9992965006460631
-2.1606390852495503,1.0009514728481386,1.0002861426633898,1.9985930012921262,0.9980970543037231,0.9985783624816541
-2.1612376155115287,1.0014472638370828,1.0004494939638928,1.9971567249633082,0.9971054723258344,0.9977642691555604
-2.1618967578009753,1.001925863902687,1.000605553269306,1.9955285383111208,0.9961482721946261,0.9970756228707566
-2.1625314171719925,1.00242065609944,1.0007720195536778,1.9941512457415131,0.99515868780112,0.9962768250912977
-2.163192675653118,1.0028746205325225,1.0008830685537917,1.9925536501825953,0.9942507589349552,0.9956133045538837
-2.1637576890863146,1.0032630232789779,1.0009014172478892,1.9912266091077675,0.9934739534420446,0.9950502040208827
-2.164164440526867,1.0037518690308582,1.0010593788392905,1.9901004080417655,0.9924962619382839,0.9942479309333364
-2.1648112478701487,1.004236322165816,1.0012165162694522,1.9884958618666728,0.9915273556683686,0.9934741188417164
-2.165452838435268,1.0046928054412612,1.0013397726363598,1.9869482376834329,0.9906143891174779,0.9927676978255237
-2.166032578077621,1.00517873647006,1.0014951976536213,1.9855353956510473,0.9896425270598802,0.9919621997654839
-2.166673934123681,1.0056464333104607,1.0016274785686694,1.9839243995309679,0.9887071333790787,0.9911951315727104
-2.16727391187913,1.0061281469398982,1.0017778129603292,1.9823902631454209,0.9877437061202037,0.9903873706556856
-2.167905959900227,1.006574131282418,1.001874621964017,1.9807747413113712,0.9868517374351643,0.9896396519630852
-2.1684487532464347,1.0070287269378748,1.001991880425542,1.9792793039261705,0.9859425461242504,0.9889155173716895
-2.169020607363417,1.0074529753459889,1.0020471937435402,1.977831034743379,0.9850940493080221,0.9881629289453656
-2.1695001690895293,1.0079263396255065,1.0021877406451671,1.9763258578907312,0.984147320748987,0.9873583055637986
-2.1701140802706735,1.0084010661300544,1.0023323498912984,1.974716611127597,0.983197867739891,0.9865580775237187
-2.1707334160213527,1.0088415383115257,1.0024214546904513,1.9731161550474374,0.9823169233769485,0.9858095137264424
-2.171262993001977,1.0092994161557145,1.002559451422952,1.9716190274528849,0.981401167688571,0.9853463815899133
-2.171858867578667,1.0097426025664038,1.002663571853389,1.9706927631798266,0.9805147948671922,0.9846078871495549
-2.157341717238557,1.0101811730825925,1.0027651106891335,1.9692157742991099,0.9796376538348148,0.9839241995309983
-2.142801402168731,1.010644158620471,1.0029003282655489,1.9678483990619966,0.9787116827590575,0.9831587532983255
-2.1291996638223,1.011101924830274,1.003020526051167,1.966317506596651,0.977796150339452,0.9823680883182999
-2.116486714662636,1.011497276764129,1.003047529764539,1.9647361766365998,0.9770054464717417,0.9817415002128465
-2.1040426017747023,1.0119363950907683,1.0031405664610895,1.963483000425693,0.9761272098184631,0.9809797458644867
-2.092215479954945,1.0123276334395426,1.0032361950794317,1.9619594917289733,0.9753447331209146,0.9810091941214363
-2.0814699527434297,1.0127504030494492,1.003333101953168,1.9620183882428726,0.9744991939011014,0.9804618304292224
