θ0,θ1,θ2,θ3,ϕ1,ϕ2
1.0,1.0,1.0,1.0,1.0,1.0
-2.16,1.0004315963444983,1.000074255798145,2.0,0.9991368073110034,0.9993373560129133
-2.1605058521426432,1.0009222904577237,1.0002283468317124,1.9986747120258266,0.9981554190845526,0.9985183976405316
-2.1611506372894365,1.001378953055005,1.0003460125312165,1.9970367952810633,0.9972420938899903,0.9978554745433985
-2.161724965586221,1.0018615344323374,1.0004887701245861,1.995710949086797,0.9962769311353256,0.997064362438759
-2.1623503045569237,1.0023436880251688,1.0006323143542541,1.994128724877518,0.9953126239496627,0.9962685919508487
-2.1629760023794233,1.0028299746026368,1.000781188342753,1.9925371839016974,0.9943400507947268,0.9954499190206354
-2.16361116294539,1.0033198588903445,1.0009368215333454,1.9908998380412708,0.9933602822193116,0.9946273144833904
-2.16425668042369,1.0038055645385497,1.0010911739062984,1.9892546289667807,0.9923888709229013,0.9938381289114595
-2.164896738444848,1.0042440821661436,1.001170425954248,1.987676257822919,0.9915118356677136,0.9930878215595893
-2.1654145081203913,1.0047313914623437,1.0013267680263649,1.9861756431191786,0.9905372170753135,0.9922805399594377
-2.166058159488709,1.0052162387565367,1.001485990441352,1.9845610799188753,0.9895675224869275,0.9914914319605703
-2.166702229197889,1.0056681109293888,1.0015982673899053,1.9829828639211406,0.9886637781412232,0.9908079259454677
-2.167266378319294,1.006144484526271,1.0017387001108877,1.9816158518909355,0.9877110309474588,0.9900027183738997
-2.1678831846371587,1.006613727377415,1.001869610364952,1.9800054367477995,0.9867725452451709,0.989203464893936
-2.1684833377423667,1.007091901683708,1.0020157966068464,1.978406929787872,0.9858161966325848,0.988395241142007
-2.1691076982905546,1.0075183955130118,1.0020984365243553,1.976790482284014,0.9849632089739773,0.9877698596301602
-2.1696168320373674,1.0079697586880134,1.0022031513310932,1.9755397192603203,0.9840604826239743,0.9869885598425797
-2.1701729100191063,1.0084441169669471,1.0023477757512693,1.9739771196851594,0.9831117660661071,0.9861959919968808
-2.170791892718216,1.0089024433623024,1.0024732255412798,1.9723919839937616,0.9821951132753965,0.9854487625003121
-2.1713756689035826,1.009360303733357,1.0025984682027738,1.9708975250006242,0.9812793925332876,0.9846868080548155
-2.171958771936131,1.0098298701274608,1.0027374683736354,1.969373616109631,0.9803402597450799,0.9838872559186019
-2.156581237243768,1.0102876426845744,1.0028604696110037,1.9677745118372039,0.979424714630853,0.9831129383648195
-2.1427055453807573,1.0107353759657294,1.0029871079384118,1.966225876729639,0.9785292480685431,0.982450526737925
-2.1291412800290597,1.0111949270877725,1.0031146494470662,1.96490105347585,0.9776101458244569,0.9816736934684518
-2.1163158019740522,1.0116138648123059,1.0032225495634632,1.9633473869369036,0.9767722703753904,0.9813121716320369
-2.1047629647188595,1.0120704378455343,1.0033482361236576,1.9626243432640738,0.9758591243089337,0.9805499587518333
-2.0934910675292326,1.0125236728325353,1.0034691547964578,1.9610999175036665,0.9749526543349318,0.9797868538335736
-2.0828752780151527,1.0129223675928416,1.0034987590554234,1.9595737076671471,0.9741552648143191,0.9791059118849222
-2.072888752861958,1.013373933079427,1.003618054429091,1.9582118237698445,0.9732521338411484,0.9783725605869006
-2.0645672430015054,1.0138285562581728,1.003743536769715,1.9567451211738012,0.9723428874836567,0.9776670333742019
-2.05736991060038,1.0142811344706235,1.0038815867799382,1.9553340667484038,0.9714377310587552,0.9770467487801942
