k;mean;variance
1.0;1.0036625693877306;0.0006646543731341289
2.0;1.0058899518237743;0.0005488235241724423
3.0;1.019924366108755;0.0005032030016691727
4.0;1.0545660450623913;0.0009366684296645113
5.0;1.1005154404919142;0.0019026600684765953
6.0;1.1449438670453187;0.005135605415209729
7.0;1.2530429019050733;0.015523610286643293
8.0;1.757859244579749;0.17892946770870682
9.0;2.2458887364113487;0.1619894455519904
10.0;1.753389430028036;0.0769783986538288
11.0;1.3593508978284587;0.050153787446416596
12.0;1.2742829839959233;0.02042427812608227
13.0;1.2990055179726039;0.01955529793664647
14.0;1.3199298984017995;0.019442873201540898
15.0;1.294342707387722;0.017751996940991405
16.0;1.3729428427226409;0.01772716155497444
17.0;1.38538680035395;0.029000975650700766
18.0;1.3776420673382619;0.02622336004853705
19.0;1.4255482584169754;0.01901321330272375
20.0;1.3700394236232258;0.021115299824875217
21.0;1.4317670698193306;0.027105308081134493
22.0;1.4344157187536377;0.02338880496814766
23.0;1.3753730910114612;0.025032685684655748
24.0;1.398041967809975;0.02145756611632203
25.0;1.415574127868758;0.0315095479778229
26.0;1.3869689596185626;0.02475306839160387
27.0;1.3784112694175914;0.026282840133668092
28.0;1.4051774620992723;0.01904119169954014
29.0;1.3942215707643293;0.018310843813574753
30.0;1.3778288689209666;0.02392874805080441
31.0;1.3962638324467593;0.02595917297478992
32.0;1.3988495535992285;0.024193424067952836
33.0;1.437509066652075;0.028675828485236626
34.0;1.3773347450733258;0.027930821773645424
35.0;1.381857025253761;0.02411656730182622
36.0;1.4035524671326614;0.02131493212740961
37.0;1.41460525645168;0.0261183933096128
38.0;1.406634000545914;0.021116889033512616
39.0;1.4181531495998434;0.02354017232721035
40.0;1.391010879926602;0.017726653316167934
41.0;1.4076908522101461;0.021894322545702803
42.0;1.3547733952832937;0.03125578106806579
43.0;1.3758849818753487;0.02834785626840676
44.0;1.3873514964905127;0.019502334823159193
45.0;1.37176333372297;0.03203317487980763
46.0;1.4078217894317981;0.0229620893723893
47.0;1.4328791577180795;0.030841514543208267
48.0;1.4625107518564995;0.028703006324398192
49.0;1.3794932419147559;0.018100958588790104
50.0;1.398279535552104;0.021434394092713627
51.0;1.383758455396847;0.025134784077848523
52.0;1.3829247570850587;0.022869044331884296
53.0;1.3675536751726551;0.02393859056818029
54.0;1.4003438294474537;0.03253560737936923
55.0;1.3943353423818667;0.021266608296685374
56.0;1.4177515358114396;0.023238153560114168
57.0;1.449129245378165;0.02640695896342207
58.0;1.4106797303905037;0.025835755553638377
59.0;1.3615844116577152;0.0177737774152763
60.0;1.3798934062574486;0.015524726707751787
61.0;1.378458569271148;0.029199096100913983
62.0;1.4101797458286844;0.02019030696466398
63.0;1.3949450105450285;0.014821061496646573
64.0;1.405833358952943;0.02737526744347078
65.0;1.4227775889915066;0.018221074161575864
66.0;1.361816692229086;0.018492577802404098
67.0;1.3964412526662022;0.017856308431274455
68.0;1.398372970580935;0.019008668683739422
69.0;1.3958143104106993;0.02202291364888806
70.0;1.3924692607487799;0.023235749721495124
71.0;1.4145718797528395;0.023194293262649063
72.0;1.36747636499573;0.021814726332883273
